Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1458921600.0 1.0 53 70 118 NA NA NA 98 143 174 NA NA NA 2769 731 754 NA NA NA 3133 936 788 NA NA NA
1458921600.0 10.0 NA 76 183 0 NA NA NA 147 243 0 NA NA NA 3856 3394 811 NA NA NA 3966 3444 841 NA NA
1458921600.0 1000.0 NA 195 116 0 40 NA NA 263 161 0 76 NA NA 3824 975 676 431 NA NA 42690 1040 699 464 NA
1458921600.0 1001.0 NA 179 365 NA NA NA NA 233 408 NA NA NA NA 2898 14157 NA NA NA NA 2951 39731 NA NA NA
1458921600.0 1002.0 NA 193 59 NA NA NA NA 263 98 NA NA NA NA 3521 263 NA NA NA NA 3672 278 NA NA NA
1458921600.0 10021.0 NA 74 180 0 NA NA NA 164 268 0 NA NA NA 731 1121 552 NA NA NA 859 1462 631 NA NA
1458921600.0 10023.0 NA 77 175 0 NA NA NA 165 244 0 NA NA NA 931 1187 877 NA NA NA 1430 1694 945 NA NA
1458921600.0 10024.0 NA 81 186 0 NA NA NA 165 268 0 NA NA NA 1209 1431 697 NA NA NA 10229 1632 709 NA NA
1458921600.0 10025.0 NA 75 181 0 NA NA NA 165 268 0 NA NA NA 1190 1091 654 NA NA NA 10115 1297 662 NA NA
1458921600.0 10026.0 NA 79 177 0 NA NA NA 165 268 0 NA NA NA 1187 2214 754 NA NA NA 1517 10877 798 NA NA
1458921600.0 1003.0 NA 165 0 NA NA NA NA 231 0 NA NA NA NA 4730 486 NA NA NA NA 4894 513 NA NA NA
1458921600.0 1004.0 NA 172 330 0 0 0 NA 232 370 0 0 0 NA 817 13229 101 97 1751 NA 834 16782 105 101 1755
1458921600.0 101.0 77 NA NA NA NA NA 136 NA NA NA NA NA 1703 NA NA NA NA NA 1744 NA NA NA NA NA
1458921600.0 102.0 79 NA NA NA NA NA 135 NA NA NA NA NA 1189 NA NA NA NA NA 1279 NA NA NA NA NA
1458921600.0 10224.0 NA 115 210 0 NA NA NA 179 328 0 NA NA NA 3465 4843 622 NA NA NA 12468 24631 655 NA NA
1458921600.0 10225.0 NA 112 219 0 NA NA NA 175 325 0 NA NA NA 3591 4571 663 NA NA NA 12812 23149 709 NA NA
1458921600.0 103.0 48 73 180 NA NA NA 93 145 242 NA NA NA 950 283 483 NA NA NA 977 309 516 NA NA NA
1458921600.0 105.0 51 71 21 NA NA NA 98 145 54 NA NA NA 2186 425 4 NA NA NA 2536 570 8 NA NA NA
1458921600.0 106.0 36 0 0 NA NA NA 77 0 0 NA NA NA 514 137 215 NA NA NA 554 153 253 NA NA NA
1458921600.0 107.0 54 76 189 NA NA NA 98 145 236 NA NA NA 5270 578 736 NA NA NA 5553 640 876 NA NA NA
1458921600.0 108.0 55 85 181 NA NA NA 101 145 238 NA NA NA 7265 628 926 NA NA NA 7572 999 969 NA NA NA
1458921600.0 109.0 56 77 182 NA NA NA 101 145 242 NA NA NA 9431 701 957 NA NA NA 9695 732 994 NA NA NA
1458921600.0 11.0 NA 74 195 0 56 NA NA 147 253 0 89 NA NA 3004 1470 857 66 NA NA 3113 1674 925 104 NA
1458921600.0 110.0 46 77 179 NA NA NA 89 145 242 NA NA NA 868 490 510 NA NA NA 899 527 540 NA NA NA
1458921600.0 1102.0 NA 82 184 106 66 NA NA 147 243 158 107 NA NA 3943 4449 3051 215 NA NA 4150 4611 6465 228 NA
1458921600.0 111.0 51 73 185 NA NA NA 97 145 242 NA NA NA 3238 469 670 NA NA NA 3570 484 689 NA NA NA
1458921600.0 112.0 55 77 179 NA NA NA 99 145 242 NA NA NA 5076 630 762 NA NA NA 5532 663 785 NA NA NA
1458921600.0 113.0 55 75 187 NA NA NA 99 145 242 NA NA NA 5582 708 749 NA NA NA 6212 826 810 NA NA NA
1458921600.0 114.0 55 82 186 NA NA NA 99 145 236 NA NA NA 5581 650 784 NA NA NA 5763 672 819 NA NA NA
1458921600.0 115.0 55 82 181 NA NA NA 100 145 242 NA NA NA 7235 646 756 NA NA NA 7400 673 806 NA NA NA
1458921600.0 116.0 55 85 178 NA NA NA 100 145 237 NA NA NA 6001 618 839 NA NA NA 6294 734 880 NA NA NA
1458921600.0 117.0 56 85 179 NA NA NA 100 145 238 NA NA NA 8586 669 947 NA NA NA 8826 684 996 NA NA NA
1458921600.0 118.0 56 84 182 NA NA NA 100 145 242 NA NA NA 6971 689 879 NA NA NA 7159 708 921 NA NA NA
1458921600.0 119.0 53 75 177 NA NA NA 98 145 236 NA NA NA 4957 605 727 NA NA NA 5317 716 1015 NA NA NA
1458921600.0 12.0 NA 84 171 0 NA NA NA 147 243 0 NA NA NA 3296 3728 908 NA NA NA 3327 8477 945 NA NA
1458921600.0 120.0 45 70 178 NA NA NA 88 145 242 NA NA NA 686 502 527 NA NA NA 716 537 565 NA NA NA
1458921600.0 121.0 54 75 185 NA NA NA 100 145 242 NA NA NA 8972 650 944 NA NA NA 9113 684 975 NA NA NA
1458921600.0 122.0 56 83 183 NA NA NA 97 145 242 NA NA NA 1577 319 486 NA NA NA 1980 348 531 NA NA NA
1458921600.0 123.1 168 NA NA NA NA NA 228 NA NA NA NA NA 656 NA NA NA NA NA 708 NA NA NA NA NA
1458921600.0 123.2 165 NA NA NA NA NA 229 NA NA NA NA NA 816 NA NA NA NA NA 875 NA NA NA NA NA
1458921600.0 123.3 151 NA NA NA NA NA 215 NA NA NA NA NA 509 NA NA NA NA NA 545 NA NA NA NA NA
1458921600.0 124.1 163 NA NA NA NA NA 223 NA NA NA NA NA 500 NA NA NA NA NA 530 NA NA NA NA NA
1458921600.0 124.2 167 NA NA NA NA NA 228 NA NA NA NA NA 638 NA NA NA NA NA 677 NA NA NA NA NA
1458921600.0 124.4 159 NA NA NA NA NA 223 NA NA NA NA NA 529 NA NA NA NA NA 574 NA NA NA NA NA
1458921600.0 124.5 159 NA NA NA NA NA 223 NA NA NA NA NA 518 NA NA NA NA NA 555 NA NA NA NA NA
1458921600.0 124.6 153 NA NA NA NA NA 215 NA NA NA NA NA 523 NA NA NA NA NA 561 NA NA NA NA NA
1458921600.0 125.0 54 82 182 NA NA NA 100 145 243 NA NA NA 6310 612 780 NA NA NA 6515 661 817 NA NA NA
