Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1458943200.0 1.0 52 78 124 NA NA NA 98 143 174 NA NA NA 1999 365 341 NA NA NA 2156 380 370 NA NA NA
1458943200.0 10.0 NA 84 183 0 NA NA NA 147 243 0 NA NA NA 2232 2421 684 NA NA NA 2478 2525 739 NA NA
1458943200.0 1000.0 NA 183 109 0 45 NA NA 263 162 0 76 NA NA 2536 604 505 169 NA NA 21451 711 520 254 NA
1458943200.0 1002.0 NA 182 66 NA NA NA NA 263 98 NA NA NA NA 2306 157 NA NA NA NA 2738 260 NA NA NA
1458943200.0 10021.0 NA 75 175 0 NA NA NA 164 268 0 NA NA NA 1050 1553 760 NA NA NA 1155 1654 798 NA NA
1458943200.0 10023.0 NA 76 175 0 NA NA NA 165 268 0 NA NA NA 610 738 518 NA NA NA 1294 843 541 NA NA
1458943200.0 10024.0 NA 80 180 0 NA NA NA 165 268 0 NA NA NA 717 977 498 NA NA NA 827 1071 513 NA NA
1458943200.0 10025.0 NA 76 175 0 NA NA NA 165 268 0 NA NA NA 673 740 491 NA NA NA 745 809 504 NA NA
1458943200.0 10026.0 NA 79 181 0 NA NA NA 165 268 0 NA NA NA 703 1178 533 NA NA NA 832 1271 547 NA NA
1458943200.0 1003.0 NA 166 0 NA NA NA NA 231 0 NA NA NA NA 3286 380 NA NA NA NA 14291 402 NA NA NA
1458943200.0 1004.0 NA 169 333 0 0 0 NA 232 370 0 0 0 NA 544 3653 64 63 1347 NA 565 6919 84 66 1378
1458943200.0 101.0 79 NA NA NA NA NA 136 NA NA NA NA NA 1881 NA NA NA NA NA 1931 NA NA NA NA NA
1458943200.0 102.0 78 NA NA NA NA NA 135 NA NA NA NA NA 1363 NA NA NA NA NA 1460 NA NA NA NA NA
1458943200.0 10224.0 NA 115 233 0 NA NA NA 177 330 0 NA NA NA 4359 6491 825 NA NA NA 13380 30910 848 NA NA
1458943200.0 10225.0 NA 109 238 0 NA NA NA 179 325 0 NA NA NA 4551 6049 800 NA NA NA 14038 28972 995 NA NA
1458943200.0 103.0 48 72 180 NA NA NA 93 145 242 NA NA NA 1148 326 652 NA NA NA 1172 347 721 NA NA NA
1458943200.0 105.0 51 70 20 NA NA NA 98 145 54 NA NA NA 2739 661 4 NA NA NA 3277 688 7 NA NA NA
1458943200.0 106.0 36 0 0 NA NA NA 77 0 0 NA NA NA 640 176 243 NA NA NA 668 185 289 NA NA NA
1458943200.0 107.0 52 72 191 NA NA NA 98 145 243 NA NA NA 3866 415 510 NA NA NA 3953 437 548 NA NA NA
1458943200.0 108.0 54 83 180 NA NA NA 101 145 238 NA NA NA 6044 409 630 NA NA NA 6613 504 848 NA NA NA
1458943200.0 109.0 56 87 182 NA NA NA 101 145 242 NA NA NA 7176 425 623 NA NA NA 7695 439 647 NA NA NA
1458943200.0 11.0 NA 75 191 0 50 NA NA 147 253 0 89 NA NA 1756 964 636 42 NA NA 1806 1004 657 53 NA
1458943200.0 110.0 44 81 177 NA NA NA 89 145 242 NA NA NA 979 555 648 NA NA NA 1010 566 677 NA NA NA
1458943200.0 1102.0 NA 75 183 98 64 NA NA 147 243 158 107 NA NA 2246 2962 1885 181 NA NA 2350 2994 2153 208 NA
1458943200.0 111.0 52 75 183 NA NA NA 97 145 242 NA NA NA 2379 299 467 NA NA NA 2744 428 542 NA NA NA
1458943200.0 112.0 53 74 183 NA NA NA 99 145 242 NA NA NA 3678 453 514 NA NA NA 4016 567 536 NA NA NA
1458943200.0 113.0 55 74 180 NA NA NA 99 145 243 NA NA NA 3850 397 528 NA NA NA 4195 444 689 NA NA NA
1458943200.0 114.0 54 74 180 NA NA NA 99 145 242 NA NA NA 3544 414 526 NA NA NA 3682 468 558 NA NA NA
1458943200.0 115.0 55 75 180 NA NA NA 100 145 242 NA NA NA 5224 472 530 NA NA NA 5801 496 573 NA NA NA
1458943200.0 116.0 53 76 179 NA NA NA 100 145 243 NA NA NA 4329 427 600 NA NA NA 4588 450 638 NA NA NA
1458943200.0 117.0 56 74 183 NA NA NA 100 145 237 NA NA NA 6846 434 606 NA NA NA 7337 450 638 NA NA NA
1458943200.0 118.0 55 79 183 NA NA NA 100 145 242 NA NA NA 5304 391 689 NA NA NA 5779 470 779 NA NA NA
1458943200.0 119.0 53 76 177 NA NA NA 98 145 242 NA NA NA 3550 412 532 NA NA NA 3695 432 617 NA NA NA
1458943200.0 12.0 NA 85 184 0 NA NA NA 147 243 0 NA NA NA 1919 2660 730 NA NA NA 1938 2836 764 NA NA
1458943200.0 120.0 44 76 176 NA NA NA 88 145 242 NA NA NA 840 579 642 NA NA NA 862 594 674 NA NA NA
1458943200.0 121.0 56 85 183 NA NA NA 100 145 242 NA NA NA 6642 392 631 NA NA NA 6842 407 658 NA NA NA
1458943200.0 122.0 52 78 180 NA NA NA 97 145 242 NA NA NA 1856 412 702 NA NA NA 2233 436 742 NA NA NA
1458943200.0 123.1 168 NA NA NA NA NA 228 NA NA NA NA NA 918 NA NA NA NA NA 1050 NA NA NA NA NA
1458943200.0 123.2 167 NA NA NA NA NA 229 NA NA NA NA NA 1038 NA NA NA NA NA 1081 NA NA NA NA NA
1458943200.0 123.3 153 NA NA NA NA NA 215 NA NA NA NA NA 657 NA NA NA NA NA 778 NA NA NA NA NA
1458943200.0 124.1 162 NA NA NA NA NA 223 NA NA NA NA NA 622 NA NA NA NA NA 702 NA NA NA NA NA
1458943200.0 124.2 163 NA NA NA NA NA 228 NA NA NA NA NA 834 NA NA NA NA NA 957 NA NA NA NA NA
1458943200.0 124.4 162 NA NA NA NA NA 223 NA NA NA NA NA 700 NA NA NA NA NA 724 NA NA NA NA NA
1458943200.0 124.5 161 NA NA NA NA NA 223 NA NA NA NA NA 700 NA NA NA NA NA 802 NA NA NA NA NA
1458943200.0 124.6 156 NA NA NA NA NA 215 NA NA NA NA NA 641 NA NA NA NA NA 718 NA NA NA NA NA
1458943200.0 125.0 54 74 181 NA NA NA 100 145 243 NA NA NA 4379 429 543 NA NA NA 4522 518 588 NA NA NA
1458943200.0 126.0 45 78 179 NA NA NA 89 145 242 NA NA NA 2081 561 698 NA NA NA 2557 578 732 NA NA NA
1458943200.0 127.0 45 75 179 NA NA NA 90 145 242 NA NA NA 1475 359 435 NA NA NA 1564 389 458 NA NA NA
1458943200.0 128.0 44 70 178 NA NA NA 84 145 242 NA NA NA 777 550 642 NA NA NA 803 573 710 NA NA NA
