Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1458900000.0 1.0 76 79 132 NA NA 142 145 189 NA NA 1683 281 261 NA NA 730 195 237 NA NA
1458900000.0 10.0 NA 63 NA NA NA NA 161 NA NA NA NA 185 NA NA NA NA 189 NA NA NA
1458900000.0 1000.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 10021.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 10023.0 NA 89 307 0 NA NA 168 372 0 NA NA 501 629 275 NA NA 440 591 287 NA
1458900000.0 10024.0 NA 99 319 0 NA NA 183 384 0 NA NA 783 928 307 NA NA 628 689 314 NA
1458900000.0 10025.0 NA 92 307 0 NA NA 183 372 0 NA NA 725 674 275 NA NA 572 588 286 NA
1458900000.0 101.0 99 NA NA NA NA 163 NA NA NA NA 444 NA NA NA NA 462 NA NA NA NA
1458900000.0 102.0 98 NA NA NA NA 162 NA NA NA NA 436 NA NA NA NA 447 NA NA NA NA
1458900000.0 103.0 49 73 324 NA NA 100 152 395 NA NA 1376 189 438 NA NA 851 196 452 NA NA
1458900000.0 105.0 76 86 24 NA NA 141 152 58 NA NA 1675 293 2 NA NA 737 215 7 NA NA
1458900000.0 106.0 36 0 0 NA NA 81 0 0 NA NA 321 109 250 NA NA 329 115 258 NA NA
1458900000.0 107.0 83 82 338 NA NA 150 152 403 NA NA 3209 335 539 NA NA 1116 234 443 NA NA
1458900000.0 108.0 84 85 339 NA NA 151 152 410 NA NA 5076 394 622 NA NA 1759 253 449 NA NA
1458900000.0 109.0 85 93 341 NA NA 151 152 408 NA NA 3965 319 534 NA NA 1318 219 430 NA NA
1458900000.0 11.0 NA 63 NA NA NA NA 161 NA NA NA NA 188 NA NA NA NA 192 NA NA NA
1458900000.0 110.0 61 77 339 NA NA 115 152 405 NA NA 773 292 427 NA NA 433 211 422 NA NA
1458900000.0 1102.0 NA 67 NA NA NA NA 161 NA NA NA NA 186 NA NA NA NA 183 NA NA NA
