Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1458921600.0 1.0 59 81 151 NA NA NA NA 103 147 187 NA NA NA NA 3829 625 508 NA NA NA NA 3863 647 519 NA NA NA NA
1458921600.0 10.0 NA 84 223 0 NA NA NA NA 155 264 0 NA NA NA NA 4263 4170 983 NA NA NA NA 4321 4197 996 NA NA NA
1458921600.0 1000.0 NA 225 133 0 55 NA NA NA 288 178 0 81 NA NA NA 4067 678 824 152 NA NA NA 4146 708 863 203 NA NA
1458921600.0 1001.0 NA 209 381 0 0 0 0 NA 253 414 0 0 0 0 NA 3720 1853 88 88 2019 48 NA 3775 1901 94 91 2030 53
1458921600.0 1002.0 NA 228 69 NA NA NA NA NA 288 100 NA NA NA NA NA 4071 257 NA NA NA NA NA 4123 269 NA NA NA NA
1458921600.0 10021.0 NA 96 219 0 NA NA NA NA 178 277 0 NA NA NA NA 1032 1590 757 NA NA NA NA 1327 1903 1111 NA NA NA
1458921600.0 10023.0 NA 91 204 0 NA NA NA NA 179 276 0 NA NA NA NA 958 1088 728 NA NA NA NA 1057 1134 854 NA NA NA
1458921600.0 10024.0 NA 96 209 0 NA NA NA NA 179 278 0 NA NA NA NA 1120 1631 820 NA NA NA NA 1241 1888 845 NA NA NA
1458921600.0 10025.0 NA 94 205 0 NA NA NA NA 179 276 0 NA NA NA NA 1018 1180 757 NA NA NA NA 1327 1553 794 NA NA NA
1458921600.0 10026.0 NA 98 211 0 NA NA NA NA 179 278 0 NA NA NA NA 1114 1914 779 NA NA NA NA 2700 2156 843 NA NA NA
1458921600.0 1003.0 NA 197 0 NA NA NA NA NA 260 0 NA NA NA NA NA 6154 591 NA NA NA NA NA 6261 604 NA NA NA NA
1458921600.0 1004.0 NA 192 349 0 0 0 NA NA 243 375 0 0 0 NA NA 934 1648 94 82 1995 NA NA 962 1656 107 450 2103 NA
1458921600.0 101.0 93 NA NA NA NA NA NA 143 NA NA NA NA NA NA 2322 NA NA NA NA NA NA 2425 NA NA NA NA NA NA
1458921600.0 102.0 89 NA NA NA NA NA NA 143 NA NA NA NA NA NA 1753 NA NA NA NA NA NA 1795 NA NA NA NA NA NA
1458921600.0 10224.0 NA 129 280 0 NA NA NA NA 187 355 0 NA NA NA NA 4492 7037 934 NA NA NA NA 12427 14055 949 NA NA NA
1458921600.0 10225.0 NA 140 290 0 NA NA NA NA 191 357 0 NA NA NA NA 4611 6866 926 NA NA NA NA 12638 13790 937 NA NA NA
1458921600.0 103.0 55 82 210 NA NA NA NA 96 149 257 NA NA NA NA 1417 342 631 NA NA NA NA 1597 1236 661 NA NA NA NA
1458921600.0 105.0 59 82 30 NA NA NA NA 103 149 56 NA NA NA NA 3767 645 4 NA NA NA NA 3839 783 160 NA NA NA NA
1458921600.0 106.0 44 0 0 NA NA NA NA 80 0 0 NA NA NA NA 776 130 260 NA NA NA NA 978 885 381 NA NA NA NA
1458921600.0 107.0 60 96 210 NA NA NA NA 104 149 257 NA NA NA NA 7100 675 841 NA NA NA NA 7142 684 871 NA NA NA NA
