Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1458770400.0 1.0 59 85 145 NA NA 103 147 187 NA NA 3836 610 520 NA NA 3856 625 687 NA NA
1458770400.0 10.0 NA 90 212 0 NA NA 155 264 0 NA NA 4254 4166 999 NA NA 4302 4201 1010 NA
1458770400.0 1000.0 NA 233 138 0 51 NA 287 178 0 81 NA 3769 675 829 145 NA 3795 725 840 155
1458770400.0 1003.0 NA 195 0 NA NA NA 260 0 NA NA NA 5566 587 NA NA NA 5614 608 NA NA
1458770400.0 101.0 93 NA NA NA NA 143 NA NA NA NA 2403 NA NA NA NA 2449 NA NA NA NA
1458770400.0 102.0 91 NA NA NA NA 143 NA NA NA NA 1742 NA NA NA NA 1757 NA NA NA NA
1458770400.0 10224.0 NA 128 274 0 NA NA 187 353 0 NA NA 4506 7032 959 NA NA 14974 13720 981 NA
1458770400.0 10225.0 NA 141 289 0 NA NA 193 357 0 NA NA 4664 6840 916 NA NA 13213 15742 930 NA
1458770400.0 103.0 54 83 209 NA NA 96 149 257 NA NA 1456 336 629 NA NA 1465 351 643 NA NA
1458770400.0 105.0 59 93 35 NA NA 103 149 56 NA NA 3609 667 4 NA NA 3780 727 76 NA NA
1458770400.0 106.0 44 0 0 NA NA 80 0 0 NA NA 771 129 239 NA NA 809 442 365 NA NA
1458770400.0 107.0 58 96 211 NA NA 104 149 257 NA NA 7018 671 861 NA NA 7058 680 881 NA NA
1458770400.0 108.0 61 84 219 NA NA 107 149 258 NA NA 10355 698 1096 NA NA 10403 714 1110 NA NA
1458770400.0 109.0 63 98 219 NA NA 108 149 258 NA NA 12232 706 1131 NA NA 12299 715 1156 NA NA
1458770400.0 110.0 53 83 210 NA NA 89 148 257 NA NA 1243 597 668 NA NA 1282 929 784 NA NA
1458770400.0 1102.0 NA 84 221 125 86 NA 154 263 172 107 NA 4445 5642 3443 224 NA 4493 5683 3466 230
1458770400.0 111.0 60 85 214 NA NA 103 149 257 NA NA 4029 496 771 NA NA 4048 516 783 NA NA
1458770400.0 112.0 59 84 210 NA NA 105 149 257 NA NA 6301 683 828 NA NA 6330 696 841 NA NA
1458770400.0 113.0 59 85 210 NA NA 106 149 257 NA NA 6408 679 831 NA NA 6441 697 852 NA NA
1458770400.0 114.0 61 82 212 NA NA 104 149 257 NA NA 6115 688 830 NA NA 6148 701 843 NA NA
