Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1459285200.0 10224.0 NA 116 240 0 NA NA 172 326 0 NA NA 3148 4632 595 NA NA 8239 14710 619 NA
1459285200.0 10225.0 NA 113 236 0 NA NA 170 319 0 NA NA 2997 3874 568 NA NA 7344 14609 604 NA
1459285200.0 107.0 50 72 178 NA NA 99 146 243 NA NA 3733 406 503 NA NA 3837 442 532 NA NA
1459285200.0 11.0 NA 75 190 0 50 NA 148 253 0 89 NA 1921 974 597 41 NA 1980 1043 614 119
1459285200.0 1102.0 NA 78 185 104 65 NA 148 244 160 108 NA 1944 2857 1701 134 NA 1995 2981 1968 142
1459285200.0 112.0 53 73 179 NA NA 99 146 243 NA NA 3590 432 515 NA NA 3697 464 548 NA NA
1459285200.0 113.0 53 74 178 NA NA 100 146 243 NA NA 3624 423 510 NA NA 3806 470 541 NA NA
1459285200.0 116.0 53 74 179 NA NA 100 146 243 NA NA 4312 425 572 NA NA 4415 458 609 NA NA
1459285200.0 119.0 53 75 181 NA NA 99 146 243 NA NA 4052 425 496 NA NA 4173 454 524 NA NA
1459285200.0 1302.0 62 122 157 NA NA 110 176 220 NA NA 7528 625 738 NA NA 8058 778 812 NA NA
1459285200.0 1309.0 NA 132 223 0 NA NA 195 296 0 NA NA 626 926 1034 NA NA 688 1002 1068 NA
1459285200.0 1312.0 NA 131 222 0 NA NA 195 296 0 NA NA 624 938 1004 NA NA 675 1009 1043 NA
1459285200.0 1315.0 NA 126 218 0 NA NA 186 295 0 NA NA 537 703 900 NA NA 599 799 917 NA
1459285200.0 1321.0 NA 129 218 0 NA NA 188 296 0 NA NA 534 746 977 NA NA 592 830 1007 NA
1459285200.0 1324.0 NA 131 222 0 NA NA 194 296 0 NA NA 647 926 966 NA NA 706 1024 984 NA
1459285200.0 133.0 55 73 183 NA NA 102 146 243 NA NA 7069 496 695 NA NA 7236 559 845 NA NA
1459285200.0 1334.0 NA 130 222 0 NA NA 193 296 0 NA NA 581 843 990 NA NA 661 928 1040 NA
1459285200.0 134.702 NA 36 211 0 NA NA 82 273 0 NA NA 147 6053 410 NA NA 224 6358 446 NA
1459285200.0 134.703 NA 37 220 0 NA NA 85 285 0 NA NA 148 6069 414 NA NA 208 6316 561 NA
1459285200.0 134.704 NA 36 212 0 NA NA 85 276 0 NA NA 148 5771 389 NA NA 195 6061 537 NA
1459285200.0 134.705 NA 42 219 0 NA NA 85 282 0 NA NA 166 6855 528 NA NA 262 7322 540 NA
1459285200.0 134.706 NA 35 219 0 NA NA 85 282 0 NA NA 145 6503 460 NA NA 167 7152 514 NA
1459285200.0 134.707 NA 37 211 0 NA NA 83 276 0 NA NA 143 5824 407 NA NA 184 6059 549 NA
