Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1459155600.0 1.0 51 69 124 NA NA NA 98 144 174 NA NA NA 1977 341 317 NA NA NA 2152 360 340 NA NA NA
1459155600.0 10.0 NA 78 181 0 NA NA NA 148 243 0 NA NA NA 3683 3434 872 NA NA NA 3861 3534 927 NA NA
1459155600.0 1000.0 NA 202 109 0 44 NA NA 264 162 0 77 NA NA 3416 831 619 329 NA NA 3530 996 657 413 NA
1459155600.0 1001.0 NA 185 NA NA NA NA NA 233 NA NA NA NA NA 3058 NA NA NA NA NA 3170 NA NA NA NA
1459155600.0 1002.0 NA 197 59 NA NA NA NA 264 99 NA NA NA NA 2236 163 NA NA NA NA 2304 187 NA NA NA
1459155600.0 10021.0 NA 74 177 0 NA NA NA 165 268 0 NA NA NA 616 910 477 NA NA NA 745 1003 534 NA NA
1459155600.0 10023.0 NA 79 163 0 NA NA NA 165 269 0 NA NA NA 554 743 458 NA NA NA 701 7664 496 NA NA
1459155600.0 10024.0 NA 80 182 0 NA NA NA 165 269 0 NA NA NA 645 905 479 NA NA NA 764 979 497 NA NA
1459155600.0 10025.0 NA 75 164 0 NA NA NA 165 245 0 NA NA NA 584 770 478 NA NA NA 881 7665 514 NA NA
1459155600.0 10026.0 NA 81 183 0 NA NA NA 165 245 0 NA NA NA 650 1124 477 NA NA NA 1269 1208 488 NA NA
1459155600.0 1003.0 NA 165 0 NA NA NA NA 231 0 NA NA NA NA 3221 335 NA NA NA NA 3657 381 NA NA NA
1459155600.0 1004.0 NA 169 338 0 0 0 NA 232 370 0 0 0 NA 511 4047 59 61 1089 NA 550 8994 63 66 1092
1459155600.0 101.0 78 NA NA NA NA NA 136 NA NA NA NA NA 1297 NA NA NA NA NA 1340 NA NA NA NA NA
1459155600.0 102.0 79 NA NA NA NA NA 136 NA NA NA NA NA 938 NA NA NA NA NA 1014 NA NA NA NA NA
1459155600.0 10224.0 NA 115 220 0 NA NA NA 181 328 0 NA NA NA 3011 4406 595 NA NA NA 12039 18001 612 NA NA
1459155600.0 10225.0 NA 110 231 0 NA NA NA 179 326 0 NA NA NA 3174 3994 585 NA NA NA 12434 17754 619 NA NA
1459155600.0 103.0 46 73 179 NA NA NA 92 146 243 NA NA NA 779 227 405 NA NA NA 832 252 570 NA NA NA
1459155600.0 105.0 51 80 21 NA NA NA 98 146 54 NA NA NA 1957 393 4 NA NA NA 5944 688 7 NA NA NA
1459155600.0 106.0 37 0 0 NA NA NA 77 0 0 NA NA NA 435 88 166 NA NA NA 453 101 192 NA NA NA
1459155600.0 107.0 51 80 178 NA NA NA 99 146 243 NA NA NA 5114 573 775 NA NA NA 5258 605 829 NA NA NA
1459155600.0 108.0 56 84 184 NA NA NA 101 146 243 NA NA NA 7952 631 944 NA NA NA 8045 659 985 NA NA NA
1459155600.0 109.0 56 74 183 NA NA NA 101 146 243 NA NA NA 9175 666 1000 NA NA NA 9624 787 1135 NA NA NA
1459155600.0 11.0 NA 73 192 0 53 NA NA 147 253 0 89 NA NA 2997 1394 883 67 NA NA 3224 1467 926 99 NA
1459155600.0 110.0 45 78 178 NA NA NA 89 146 243 NA NA NA 687 349 411 NA NA NA 868 376 776 NA NA NA
1459155600.0 1102.0 NA 81 188 109 65 NA NA 147 244 159 107 NA NA 3690 4396 2830 237 NA NA 3742 4604 2966 250 NA
1459155600.0 111.0 51 83 177 NA NA NA 98 146 243 NA NA NA 2131 280 466 NA NA NA 2479 306 624 NA NA NA
1459155600.0 113.0 53 84 177 NA NA NA 100 146 243 NA NA NA 5832 607 778 NA NA NA 5963 634 826 NA NA NA
1459155600.0 114.0 52 76 182 NA NA NA 99 146 243 NA NA NA 4769 582 783 NA NA NA 5139 607 896 NA NA NA
1459155600.0 117.0 55 82 180 NA NA NA 101 146 243 NA NA NA 8386 644 930 NA NA NA 8628 768 969 NA NA NA
1459155600.0 119.0 52 72 178 NA NA NA 98 146 243 NA NA NA 5049 684 775 NA NA NA 5215 754 961 NA NA NA
1459155600.0 120.0 45 70 177 NA NA NA 88 146 243 NA NA NA 568 344 419 NA NA NA 583 363 603 NA NA NA
1459155600.0 121.0 56 76 182 NA NA NA 101 146 243 NA NA NA 9351 665 985 NA NA NA 9679 717 1016 NA NA NA
1459155600.0 122.0 51 72 173 NA NA NA 97 146 243 NA NA NA 1364 281 454 NA NA NA 1568 307 5794 NA NA NA
1459155600.0 123.1 164 NA NA NA NA NA 229 NA NA NA NA NA 541 NA NA NA NA NA 610 NA NA NA NA NA
1459155600.0 123.2 165 NA NA NA NA NA 229 NA NA NA NA NA 669 NA NA NA NA NA 733 NA NA NA NA NA
1459155600.0 123.3 156 NA NA NA NA NA 215 NA NA NA NA NA 427 NA NA NA NA NA 597 NA NA NA NA NA
1459155600.0 124.1 163 NA NA NA NA NA 223 NA NA NA NA NA 424 NA NA NA NA NA 594 NA NA NA NA NA
1459155600.0 124.2 165 NA NA NA NA NA 228 NA NA NA NA NA 506 NA NA NA NA NA 583 NA NA NA NA NA
1459155600.0 124.4 164 NA NA NA NA NA 223 NA NA NA NA NA 393 NA NA NA NA NA 428 NA NA NA NA NA
1459155600.0 124.5 164 NA NA NA NA NA 223 NA NA NA NA NA 409 NA NA NA NA NA 436 NA NA NA NA NA
1459155600.0 124.6 156 NA NA NA NA NA 215 NA NA NA NA NA 434 NA NA NA NA NA 602 NA NA NA NA NA
1459155600.0 125.0 55 79 181 NA NA NA 100 146 243 NA NA NA 6265 615 757 NA NA NA 6334 641 782 NA NA NA
1459155600.0 126.0 44 69 177 NA NA NA 91 146 234 NA NA NA 1503 352 404 NA NA NA 1615 3984 434 NA NA NA
1459155600.0 127.0 49 70 177 NA NA NA 89 146 234 NA NA NA 1472 323 379 NA NA NA 1741 348 400 NA NA NA
1459155600.0 128.0 43 72 175 NA NA NA 84 145 233 NA NA NA 515 358 419 NA NA NA 684 407 479 NA NA NA
1459155600.0 129.0 44 70 177 NA NA NA 84 146 242 NA NA NA 530 346 412 NA NA NA 542 388 524 NA NA NA
1459155600.0 13.0 NA 71 185 0 NA NA NA 147 243 0 NA NA NA 262 934 498 NA NA NA 291 1010 714 NA NA
1459155600.0 130.0 45 71 176 NA NA NA 89 146 233 NA NA NA 680 358 431 NA NA NA 722 377 596 NA NA NA
1459155600.0 1301.0 57 115 157 NA NA NA 104 175 220 NA NA NA 1396 482 574 NA NA NA 1600 826 724 NA NA NA
1459155600.0 1302.0 62 119 162 NA NA NA 110 176 220 NA NA NA 7204 588 748 NA NA NA 9583 829 837 NA NA NA
1459155600.0 1303.0 65 120 161 NA NA NA 111 175 227 NA NA NA 11586 757 1530 NA NA NA 12237 1585 2118 NA NA NA
1459155600.0 1306.0 NA 121 221 0 NA NA NA 185 295 0 NA NA NA 509 674 812 NA NA NA 620 830 866 NA NA
1459155600.0 1307.0 NA 113 134 47 0 NA NA 181 195 79 0 NA NA 482 530 68 312 NA NA 593 655 79 351 NA
1459155600.0 1308.0 NA 110 127 42 0 NA NA 181 196 79 0 NA NA 515 439 74 340 NA NA 600 628 89 367 NA
1459155600.0 1309.0 NA 134 225 0 NA NA NA 194 296 0 NA NA NA 976 1425 1297 NA NA NA 1111 1555 1411 NA NA
1459155600.0 131.0 46 74 178 NA NA NA 91 146 243 NA NA NA 1701 357 411 NA NA NA 1833 382 443 NA NA NA
1459155600.0 1310.0 NA 146 225 0 NA NA NA 196 296 0 NA NA NA 979 1399 1302 NA NA NA 1163 1510 1396 NA NA
1459155600.0 1311.0 NA 124 210 0 61 NA NA 187 270 0 98 NA NA 854 1023 1377 159 NA NA 1071 1185 1451 223 NA
1459155600.0 1312.0 NA 135 220 0 NA NA NA 194 296 0 NA NA NA 987 1413 1260 NA NA NA 1094 1860 1295 NA NA
1459155600.0 1313.0 NA 142 226 0 NA NA NA 205 296 0 NA NA NA 1951 2611 1303 NA NA NA 2108 2827 1360 NA NA
1459155600.0 1315.0 NA 127 221 0 NA NA NA 185 295 0 NA NA NA 782 1089 1197 NA NA NA 884 1278 1236 NA NA
1459155600.0 1316.0 NA 131 218 0 NA NA NA 186 295 0 NA NA NA 827 1125 1166 NA NA NA 913 1506 1220 NA NA
1459155600.0 1317.0 NA 129 214 0 NA NA NA 185 295 0 NA NA NA 484 686 818 NA NA NA 556 826 907 NA NA
1459155600.0 1318.0 NA 121 223 0 NA NA NA 185 295 0 NA NA NA 798 999 1141 NA NA NA 885 1268 1177 NA NA
