Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1457776800.0 1.0 54 69 120 NA NA 168 236 286 NA NA 3153 714 874 NA NA 3628 791 915 NA NA
1457776800.0 10.0 NA 76 NA NA NA NA 241 NA NA NA NA 4414 NA NA NA NA 4600 NA NA NA
1457776800.0 1002.0 NA 192 NA NA NA NA 404 NA NA NA NA 771 NA NA NA NA 1062 NA NA NA
1457776800.0 10021.0 NA 78 136 0 NA NA 255 352 0 NA NA 1319 1799 423 NA NA 1537 1988 449 NA
1457776800.0 10023.0 NA 77 139 0 NA NA 256 329 0 NA NA 719 853 301 NA NA 1102 1168 392 NA
1457776800.0 10024.0 NA 80 138 NA NA NA 255 329 NA NA NA 1330 1507 NA NA NA 1462 1648 NA NA
1457776800.0 10025.0 NA 75 NA NA NA NA 255 NA NA NA NA 723 NA NA NA NA 837 NA NA NA
1457776800.0 10026.0 NA 79 NA NA NA NA 255 NA NA NA NA 1326 NA NA NA NA 1479 NA NA NA
1457776800.0 101.0 85 NA NA NA NA 237 NA NA NA NA 1407 NA NA NA NA 1508 NA NA NA NA
1457776800.0 102.0 86 NA NA NA NA 237 NA NA NA NA 1013 NA NA NA NA 1139 NA NA NA NA
1457776800.0 10224.0 NA 115 NA NA NA NA 268 NA NA NA NA 2889 NA NA NA NA 12044 NA NA NA
1457776800.0 10225.0 NA 110 NA NA NA NA 266 NA NA NA NA 2994 NA NA NA NA 12707 NA NA NA
1457776800.0 103.0 47 77 180 NA NA 162 239 393 NA NA 851 306 648 NA NA 900 417 1077 NA NA
1457776800.0 105.0 52 72 23 NA NA 168 239 127 NA NA 2300 450 4 NA NA 3026 590 15 NA NA
1457776800.0 106.0 37 0 0 NA NA 148 0 0 NA NA 475 126 211 NA NA 490 142 313 NA NA
1457776800.0 107.0 54 74 178 NA NA 169 239 393 NA NA 5763 795 1356 NA NA 5936 827 1446 NA NA
1457776800.0 108.0 56 86 NA NA NA 171 239 NA NA NA 5514 499 NA NA NA 5938 845 NA NA NA
1457776800.0 109.0 57 82 NA NA NA 171 239 NA NA NA 6003 542 NA NA NA 6523 841 NA NA NA
1457776800.0 11.0 NA 73 NA NA NA NA 241 NA NA NA NA 3358 NA NA NA NA 5367 NA NA NA
1457776800.0 110.0 45 71 180 NA NA 159 239 393 NA NA 768 435 674 NA NA 797 505 1133 NA NA
1457776800.0 1102.0 NA 76 NA NA NA NA 241 NA NA NA NA 4491 NA NA NA NA 4543 NA NA NA
1457776800.0 111.0 51 80 165 NA NA 168 239 393 NA NA 3668 634 644 NA NA 4191 766 721 NA NA
1457776800.0 112.0 56 81 180 NA NA 169 239 387 NA NA 5352 712 1157 NA NA 5675 793 1219 NA NA
1457776800.0 113.0 55 76 NA NA NA 170 239 NA NA NA 5530 848 NA NA NA 5621 935 NA NA NA
1457776800.0 114.0 53 75 NA NA NA 169 239 NA NA NA 5330 765 NA NA NA 5525 808 NA NA NA
1457776800.0 115.0 55 75 NA NA NA 171 239 NA NA NA 6961 818 NA NA NA 7453 880 NA NA NA
1457776800.0 116.0 54 77 NA NA NA 170 239 NA NA NA 6613 798 NA NA NA 6982 828 NA NA NA
1457776800.0 117.0 57 82 NA NA NA 171 239 NA NA NA 6018 531 NA NA NA 6548 919 NA NA NA
1457776800.0 118.0 55 83 NA NA NA 171 239 NA NA NA 7078 785 NA NA NA 7220 807 NA NA NA
1457776800.0 119.0 57 81 181 NA NA 169 239 387 NA NA 5469 724 1169 NA NA 5763 753 1231 NA NA
1457776800.0 12.0 NA 75 NA NA NA NA 241 NA NA NA NA 4086 NA NA NA NA 4238 NA NA NA
1457776800.0 120.0 45 71 178 NA NA 158 239 384 NA NA 624 431 667 NA NA 650 484 925 NA NA
1457776800.0 121.0 56 84 NA NA NA 171 239 NA NA NA 6059 517 NA NA NA 6614 837 NA NA NA
1457776800.0 122.0 49 79 NA NA NA 168 239 NA NA NA 2363 525 NA NA NA 2595 554 NA NA NA
1457776800.0 123.1 166 NA NA NA NA 374 NA NA NA NA 779 NA NA NA NA 854 NA NA NA NA
1457776800.0 123.2 167 NA NA NA NA 375 NA NA NA NA 943 NA NA NA NA 1038 NA NA NA NA
1457776800.0 123.3 154 NA NA NA NA 360 NA NA NA NA 604 NA NA NA NA 642 NA NA NA NA
1457776800.0 124.1 158 NA NA NA NA 368 NA NA NA NA 604 NA NA NA NA 786 NA NA NA NA
1457776800.0 124.2 163 NA NA NA NA 374 NA NA NA NA 718 NA NA NA NA 765 NA NA NA NA
1457776800.0 124.4 159 NA NA NA NA 368 NA NA NA NA 641 NA NA NA NA 673 NA NA NA NA
1457776800.0 124.5 160 NA NA NA NA 368 NA NA NA NA 623 NA NA NA NA 654 NA NA NA NA
1457776800.0 124.6 154 NA NA NA NA 360 NA NA NA NA 623 NA NA NA NA 662 NA NA NA NA
1457776800.0 125.0 56 83 NA NA NA 171 239 NA NA NA 6853 776 NA NA NA 7128 797 NA NA NA
1457776800.0 126.0 45 79 178 NA NA 160 239 384 NA NA 2404 689 1104 NA NA 2440 712 1189 NA NA
1457776800.0 127.0 43 70 179 NA NA 159 239 393 NA NA 2252 689 1099 NA NA 2320 716 1146 NA NA
1457776800.0 128.0 44 71 178 NA NA 153 239 393 NA NA 582 441 640 NA NA 768 526 776 NA NA
1457776800.0 129.0 44 70 178 NA NA 158 239 384 NA NA 605 429 682 NA NA 643 476 976 NA NA
1457776800.0 13.0 NA 70 NA NA NA NA 241 NA NA NA NA 346 NA NA NA NA 380 NA NA NA
1457776800.0 130.0 45 72 178 NA NA 159 239 384 NA NA 1141 701 1080 NA NA 1198 732 1129 NA NA
1457776800.0 1301.0 58 116 NA NA NA 174 303 NA NA NA 2387 995 NA NA NA 2691 1091 NA NA NA
1457776800.0 1302.0 65 119 NA NA NA 180 303 NA NA NA 7288 816 NA NA NA 8307 1263 NA NA NA
1457776800.0 1303.0 63 125 NA NA NA 181 303 NA NA NA 10797 917 NA NA NA 11625 1113 NA NA NA
1457776800.0 1306.0 NA 130 215 0 NA NA 314 447 0 NA NA 1079 1908 2293 NA NA 1159 2067 2378 NA
1457776800.0 1307.0 NA 125 NA NA NA NA 309 NA NA NA NA 617 NA NA NA NA 707 NA NA NA
1457776800.0 1308.0 NA 112 124 47 0 NA 309 311 153 0 NA 629 580 75 492 NA 774 1811 94 547
1457776800.0 1309.0 NA 133 NA NA NA NA 323 NA NA NA NA 1380 NA NA NA NA 1650 NA NA NA
1457776800.0 131.0 46 70 180 NA NA 161 239 393 NA NA 2795 777 1104 NA NA 2952 2963 1139 NA NA
1457776800.0 1310.0 NA 137 NA NA NA NA 325 NA NA NA NA 1446 NA NA NA NA 2117 NA NA NA
1457776800.0 1311.0 NA 130 NA NA NA NA 315 NA NA NA NA 1036 NA NA NA NA 1128 NA NA NA
1457776800.0 1312.0 NA 133 NA NA NA NA 323 NA NA NA NA 1399 NA NA NA NA 1660 NA NA NA
