Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1458684000.0 1.0 52 77 119 NA NA NA 97 143 173 NA NA NA 2785 520 517 NA NA NA 3124 535 560 NA NA NA
1458684000.0 1000.0 NA 194 104 0 42 NA NA 264 162 0 77 NA NA 2256 429 384 121 NA NA 2349 620 391 175 NA
1458684000.0 1002.0 NA 197 60 NA NA NA NA 263 98 NA NA NA NA 3569 257 NA NA NA NA 3675 277 NA NA NA
1458684000.0 10021.0 NA 74 122 0 NA NA NA 164 171 0 NA NA NA 1088 1085 410 NA NA NA 1228 1182 437 NA NA
1458684000.0 10023.0 NA 75 122 0 NA NA NA 165 173 0 NA NA NA 908 789 405 NA NA NA 1035 910 425 NA NA
1458684000.0 10024.0 NA 81 125 0 NA NA NA 165 177 0 NA NA NA 1103 1024 489 NA NA NA 1239 1119 529 NA NA
1458684000.0 10025.0 NA 76 123 0 NA NA NA 165 172 0 NA NA NA 946 837 411 NA NA NA 1048 974 438 NA NA
1458684000.0 10026.0 NA 79 127 0 NA NA NA 165 177 0 NA NA NA 1047 1155 433 NA NA NA 1217 1261 462 NA NA
1458684000.0 1003.0 NA 166 0 NA NA NA NA 230 0 NA NA NA NA 5004 463 NA NA NA NA 5229 505 NA NA NA
1458684000.0 1004.0 NA 167 154 0 0 0 NA 231 190 0 0 0 NA 837 663 78 80 1271 NA 869 687 101 96 1280
1458684000.0 101.0 78 NA NA NA NA NA 135 NA NA NA NA NA 1173 NA NA NA NA NA 1278 NA NA NA NA NA
1458684000.0 102.0 79 NA NA NA NA NA 135 NA NA NA NA NA 850 NA NA NA NA NA 983 NA NA NA NA NA
1458684000.0 103.0 47 80 179 NA NA NA 91 145 242 NA NA NA 795 223 420 NA NA NA 921 256 480 NA NA NA
1458684000.0 105.0 52 73 21 NA NA NA 97 145 53 NA NA NA 2726 539 4 NA NA NA 2756 554 7 NA NA NA
