Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1459033200.0 10224.0 NA 115 243 0 NA NA 178 329 0 NA NA 3391 4668 626 NA NA 13320 19915 682 NA
1459033200.0 1303.0 65 126 158 NA NA 110 174 226 NA NA 11811 816 1630 NA NA 12569 1110 1722 NA NA
1459033200.0 133.0 55 73 183 NA NA 101 145 242 NA NA 9312 693 1033 NA NA 9815 791 1416 NA NA
1459033200.0 134.702 NA 39 211 0 NA NA 81 271 0 NA NA 287 9811 632 NA NA 472 10202 700 NA
1459033200.0 134.704 NA 40 212 0 NA NA 83 275 0 NA NA 289 9133 634 NA NA 478 9469 699 NA
1459033200.0 134.706 NA 41 222 0 NA NA 84 279 0 NA NA 214 7891 648 NA NA 436 8743 683 NA
1459033200.0 134.801 NA 123 219 0 NA NA 174 278 0 NA NA 1840 7373 674 NA NA 3216 7957 709 NA
1459033200.0 134.806 NA 121 226 0 NA NA 176 292 0 NA NA 2939 9773 609 NA NA 3587 15482 726 NA
1459033200.0 134.807 NA 144 234 0 NA NA 214 302 0 NA NA 3059 8944 650 NA NA 3878 9263 691 NA
1459033200.0 134.808 NA 149 234 0 NA NA 212 302 0 NA NA 2855 9021 704 NA NA 3461 14906 901 NA
1459033200.0 134.81 NA 114 217 0 NA NA 174 284 0 NA NA 2347 8417 653 NA NA 2644 9323 681 NA
1459033200.0 134.811 NA 120 226 0 NA NA 179 287 0 NA NA 2438 9056 565 NA NA 2946 9297 586 NA
1459033200.0 134.901 NA 115 215 0 NA NA 173 280 0 NA NA 1432 5641 752 NA NA 1604 6181 772 NA
1459033200.0 134.904 NA 120 219 0 NA NA 180 282 0 NA NA 2819 7772 615 NA NA 4215 8467 645 NA
1459033200.0 134.906 NA 119 217 0 NA NA 178 282 0 NA NA 2612 7295 716 NA NA 4029 8027 744 NA
1459033200.0 1360.0 15 64 142 228 0 116 112 186 295 0 14 5011 627 975 1036 2476 5495 689 1050 1060
1459033200.0 250203.0 NA 186 248 0 NA NA 251 320 0 NA NA 11013 3572 1059 NA NA 12599 5986 1114 NA
1459033200.0 250207.0 NA 177 250 0 NA NA 253 314 0 NA NA 9034 2798 1059 NA NA 12131 3025 1104 NA
1459033200.0 250409.0 204 0 98 NA NA 282 0 152 NA NA 2619 485 808 NA NA 3353 522 1511 NA NA
1459033200.0 25202.0 NA 167 283 0 NA NA 235 369 0 NA NA 3316 4680 1027 NA NA 7549 10466 1599 NA
1459033200.0 25207.0 NA 155 273 0 NA NA 227 361 0 NA NA 2864 3266 967 NA NA 6425 6464 1026 NA
1459033200.0 25209.0 NA 171 292 0 NA NA 235 383 0 NA NA 3599 5357 1031 NA NA 4718 12795 1599 NA
1459033200.0 25400.0 227 0 101 NA NA 318 0 152 NA NA 3621 398 396 NA NA 9865 2331 696 NA NA
1459033200.0 25408.0 230 0 106 NA NA 318 0 152 NA NA 5476 398 579 NA NA 9996 417 648 NA NA
1459033200.0 4.65 NA 36 212 0 NA NA 75 280 0 NA NA 176 12667 535 NA NA 237 13225 572 NA
1459033200.0 4.67 NA 55 218 0 NA NA 92 279 0 NA NA 222 10504 651 NA NA 379 11249 686 NA
1459033200.0 4.75 NA 37 214 0 NA NA 77 270 0 NA NA 270 11284 599 NA NA 528 11516 620 NA
1459033200.0 500200.0 NA 135 226 0 NA NA 199 310 0 NA NA 6857 3245 782 NA NA 7968 3552 820 NA
1459033200.0 513.0 14 35 0 NA NA 117 65 0 NA NA 38 60 41 NA NA 4694 71 73 NA NA
1459033200.0 515.0 14 31 0 NA NA 116 65 0 NA NA 10 36 16 NA NA 4148 43 30 NA NA
1459033200.0 516.0 14 36 0 NA NA 117 66 0 NA NA 77 34 17 NA NA 7901 46 32 NA NA
1459033200.0 518.0 14 33 0 NA NA 116 65 0 NA NA 11 42 18 NA NA 6192 50 30 NA NA
1459033200.0 519.0 14 35 0 NA NA 116 64 0 NA NA 88 53 21 NA NA 4510 76 69 NA NA
1459033200.0 521.0 14 36 0 NA NA 117 66 0 NA NA 20 42 17 NA NA 7901 53 34 NA NA
1459033200.0 522.0 14 34 0 NA NA 116 65 0 NA NA 12 43 19 NA NA 6156 49 31 NA NA
1459033200.0 525.0 14 36 0 NA NA 117 65 0 NA NA 13 38 18 NA NA 7977 46 34 NA NA
1459033200.0 526.0 14 34 0 NA NA 116 65 0 NA NA 10 41 19 NA NA 6232 48 31 NA NA
1459033200.0 529.0 15 36 0 NA NA 116 65 0 NA NA 10 41 18 NA NA 6239 48 29 NA NA
