Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1458900000.0 1.0 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA
1458900000.0 10.0 NA 83 186 0 NA NA 147 243 0 NA NA 3640 3289 836 NA NA 3694 3344 869 NA
1458900000.0 1000.0 NA 194 117 0 45 NA 259 161 0 75 NA 3455 840 630 348 NA 3553 874 645 371
1458900000.0 1001.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 1002.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 10021.0 NA 73 173 0 NA NA 165 269 0 NA NA 690 1020 487 NA NA 798 1125 519 NA
1458900000.0 10023.0 NA 75 174 0 NA NA 166 269 0 NA NA 639 733 497 NA NA 713 883 538 NA
1458900000.0 10024.0 NA 80 179 0 NA NA 166 269 0 NA NA 745 1020 542 NA NA 825 1096 603 NA
1458900000.0 10025.0 NA 74 173 0 NA NA 166 269 0 NA NA 682 757 524 NA NA 750 877 560 NA
1458900000.0 10026.0 NA 79 179 0 NA NA 166 269 0 NA NA 748 1254 514 NA NA 865 1336 537 NA
1458900000.0 1003.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 1004.0 NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA NA 0 NA NA NA
1458900000.0 101.0 78 NA NA NA NA 136 NA NA NA NA 1423 NA NA NA NA 1485 NA NA NA NA
1458900000.0 102.0 77 NA NA NA NA 136 NA NA NA NA 919 NA NA NA NA 983 NA NA NA NA
1458900000.0 10224.0 NA 114 267 0 NA NA 181 331 0 NA NA 3128 2849 390 NA NA 11220 9386 400 NA
