Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1459155600.0 1.0 51 69 122 NA NA NA 98 144 174 NA NA NA 2078 416 350 NA NA NA 2414 439 367 NA NA NA
1459155600.0 10.0 NA 86 181 0 NA NA NA 148 244 0 NA NA NA 3728 3732 985 NA NA NA 3836 4333 1038 NA NA
1459155600.0 1002.0 NA 192 58 NA NA NA NA 264 99 NA NA NA NA 2505 175 NA NA NA NA 2689 282 NA NA NA
1459155600.0 10021.0 NA 73 177 0 NA NA NA 165 269 0 NA NA NA 735 1204 590 NA NA NA 863 1682 613 NA NA
1459155600.0 10023.0 NA 76 179 0 NA NA NA 165 245 0 NA NA NA 630 745 503 NA NA NA 750 827 523 NA NA
1459155600.0 10024.0 NA 82 183 0 NA NA NA 165 269 0 NA NA NA 707 1099 575 NA NA NA 769 1192 600 NA NA
1459155600.0 10025.0 NA 75 174 0 NA NA NA 165 245 0 NA NA NA 731 845 535 NA NA NA 829 986 562 NA NA
1459155600.0 10026.0 NA 79 185 0 NA NA NA 165 245 0 NA NA NA 747 1234 547 NA NA NA 950 1339 574 NA NA
1459155600.0 1003.0 NA 166 0 NA NA NA NA 231 0 NA NA NA NA 3390 420 NA NA NA NA 3600 458 NA NA NA
1459155600.0 1004.0 NA 169 328 0 0 0 NA 231 369 0 0 0 NA 945 14136 81 94 2366 NA 978 20975 86 100 2417
1459155600.0 10224.0 NA 115 236 0 NA NA NA 179 327 0 NA NA NA 4232 6220 787 NA NA NA 13286 21217 968 NA NA
1459155600.0 10225.0 NA 113 236 0 NA NA NA 172 321 0 NA NA NA 4389 5725 769 NA NA NA 15792 17591 960 NA NA
1459155600.0 108.0 55 82 187 NA NA NA 102 146 243 NA NA NA 8017 660 1065 NA NA NA 8226 688 1141 NA NA NA
1459155600.0 109.0 55 78 187 NA NA NA 101 146 243 NA NA NA 9677 659 1149 NA NA NA 9984 711 1189 NA NA NA
1459155600.0 1102.0 NA 84 184 107 59 NA NA 147 244 159 107 NA NA 3866 4956 3050 217 NA NA 4068 5282 3279 246 NA
1459155600.0 111.0 51 74 180 NA NA NA 98 146 243 NA NA NA 2382 366 491 NA NA NA 2640 395 539 NA NA NA
1459155600.0 115.0 55 74 186 NA NA NA 101 146 243 NA NA NA 6925 682 899 NA NA NA 7112 711 952 NA NA NA
1459155600.0 117.0 56 77 181 NA NA NA 101 146 243 NA NA NA 8319 727 979 NA NA NA 9072 902 1243 NA NA NA
1459155600.0 118.0 56 84 183 NA NA NA 100 146 243 NA NA NA 6911 724 983 NA NA NA 7141 748 1028 NA NA NA
1459155600.0 12.0 NA 74 181 0 NA NA NA 147 242 0 NA NA NA 3407 3767 1015 NA NA NA 3564 3907 1214 NA NA
1459155600.0 121.0 56 75 181 NA NA NA 100 146 243 NA NA NA 8321 735 1062 NA NA NA 8634 1011 1202 NA NA NA
1459155600.0 122.0 51 83 186 NA NA NA 97 146 243 NA NA NA 1586 275 418 NA NA NA 1640 289 439 NA NA NA
1459155600.0 125.0 54 80 180 NA NA NA 101 146 237 NA NA NA 7014 695 857 NA NA NA 7327 742 894 NA NA NA
1459155600.0 126.0 44 80 178 NA NA NA 91 146 243 NA NA NA 1636 353 454 NA NA NA 1661 381 475 NA NA NA
1459155600.0 13.0 NA 71 180 0 NA NA NA 147 243 0 NA NA NA 320 1133 553 NA NA NA 367 1182 572 NA NA
1459155600.0 1302.0 65 121 154 NA NA NA 110 176 220 NA NA NA 8235 659 854 NA NA NA 9728 847 1312 NA NA NA
1459155600.0 1303.0 64 127 152 NA NA NA 110 174 226 NA NA NA 14841 1153 2197 NA NA NA 15493 1497 3663 NA NA NA
1459155600.0 1306.0 NA 130 223 0 NA NA NA 185 295 0 NA NA NA 561 698 976 NA NA NA 670 823 1033 NA NA
1459155600.0 1308.0 NA 118 123 45 0 NA NA 181 196 79 0 NA NA 486 453 64 334 NA NA 540 520 68 350 NA
1459155600.0 131.0 46 81 180 NA NA NA 91 146 234 NA NA NA 1846 374 459 NA NA NA 1951 387 479 NA NA NA
1459155600.0 1310.0 NA 136 227 0 NA NA NA 195 296 0 NA NA NA 637 992 1030 NA NA NA 815 1167 1067 NA NA
1459155600.0 1312.0 NA 133 223 0 NA NA NA 194 296 0 NA NA NA 1110 1557 1460 NA NA NA 1223 1675 1487 NA NA
1459155600.0 1313.0 NA 138 220 0 NA NA NA 203 295 0 NA NA NA 1814 2904 1266 NA NA NA 1908 24608 1299 NA NA
1459155600.0 1314.0 NA 129 226 0 NA NA NA 195 295 0 NA NA NA 1022 1463 1281 NA NA NA 1121 1962 1311 NA NA
1459155600.0 1317.0 NA 129 221 0 NA NA NA 185 295 0 NA NA NA 578 712 1072 NA NA NA 726 807 1133 NA NA
1459155600.0 1318.0 NA 125 220 0 NA NA NA 185 295 0 NA NA NA 589 847 992 NA NA NA 674 1333 1090 NA NA
1459155600.0 132.0 50 83 179 NA NA NA 96 146 243 NA NA NA 3255 432 550 NA NA NA 3491 452 709 NA NA NA
1459155600.0 1321.0 NA 128 223 0 NA NA NA 187 295 0 NA NA NA 580 777 956 NA NA NA 722 864 983 NA NA
1459155600.0 1322.0 NA 125 219 0 NA NA NA 186 295 0 NA NA NA 899 1339 1197 NA NA NA 972 1453 1231 NA NA
1459155600.0 1323.0 NA 132 215 0 NA NA NA 185 295 0 NA NA NA 514 665 940 NA NA NA 582 803 983 NA NA
1459155600.0 1324.0 NA 133 224 0 NA NA NA 194 296 0 NA NA NA 684 1012 1011 NA NA NA 830 1149 1058 NA NA
1459155600.0 1326.0 NA 129 221 0 NA NA NA 191 295 0 NA NA NA 944 1346 1376 NA NA NA 1063 1499 1416 NA NA
1459155600.0 1327.0 NA 132 221 0 NA NA NA 190 296 0 NA NA NA 542 840 1009 NA NA NA 721 954 1070 NA NA
1459155600.0 133.0 55 82 183 NA NA NA 101 145 242 NA NA NA 9784 654 1041 NA NA NA 10205 785 1401 NA NA NA
1459155600.0 1330.0 NA 140 225 0 NA NA NA 194 296 0 NA NA NA 1012 1403 1416 NA NA NA 1091 1511 1508 NA NA
1459155600.0 1331.0 NA 129 204 0 NA NA NA 188 295 0 NA NA NA 966 1449 1273 NA NA NA 1046 9026 1470 NA NA
1459155600.0 1333.0 NA 114 222 0 NA NA NA 188 295 0 NA NA NA 1140 1292 1201 NA NA NA 10724 1514 1236 NA NA
1459155600.0 1335.0 NA 135 228 0 NA NA NA 190 296 0 NA NA NA 975 1362 1447 NA NA NA 1135 1683 1517 NA NA
1459155600.0 1336.0 NA 144 221 0 NA NA NA 197 296 0 NA NA NA 1498 2741 1442 NA NA NA 1620 3378 1482 NA NA
1459155600.0 1338.0 NA 133 162 0 NA NA NA 195 295 0 NA NA NA 1074 1813 1277 NA NA NA 1232 23824 1309 NA NA
1459155600.0 134.701 NA 39 217 0 NA NA NA 81 277 0 NA NA NA 262 7324 687 NA NA NA 335 7788 711 NA NA
1459155600.0 134.702 NA 36 209 0 NA NA NA 80 271 0 NA NA NA 360 10003 702 NA NA NA 408 10370 763 NA NA
1459155600.0 134.703 NA 39 214 0 NA NA NA 83 285 0 NA NA NA 306 9926 707 NA NA NA 482 10940 729 NA NA
1459155600.0 134.704 NA 34 217 0 NA NA NA 83 275 0 NA NA NA 297 9276 713 NA NA NA 345 9641 803 NA NA
