Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1458986400.0 1.0 59 82 146 NA NA NA NA 107 151 190 NA NA NA NA 3952 850 633 NA NA NA NA 3960 859 1443 NA NA NA NA
1458986400.0 10.0 NA 85 219 0 NA NA NA NA 159 267 0 NA NA NA NA 5109 4882 1230 NA NA NA NA 5139 4893 1234 NA NA NA
1458986400.0 1000.0 NA 222 126 0 48 NA NA NA 287 178 0 84 NA NA NA 4860 894 1087 180 NA NA NA 4877 935 1092 204 NA NA
1458986400.0 1001.0 NA 197 383 0 0 0 0 NA 256 418 0 0 0 0 NA 4160 2110 109 99 2118 60 NA 4189 2125 112 101 2121 67
1458986400.0 1002.0 NA 226 72 NA NA NA NA NA 290 103 NA NA NA NA NA 4671 295 NA NA NA NA NA 4694 1285 NA NA NA NA
1458986400.0 10021.0 NA 92 207 0 NA NA NA NA 182 282 0 NA NA NA NA 1307 1931 775 NA NA NA NA 1689 1975 786 NA NA NA
1458986400.0 10023.0 NA 92 203 0 NA NA NA NA 183 281 0 NA NA NA NA 1401 1254 777 NA NA NA NA 1736 1312 783 NA NA NA
1458986400.0 10024.0 NA 96 209 0 NA NA NA NA 183 282 0 NA NA NA NA 1497 2197 1127 NA NA NA NA 1526 2239 1138 NA NA NA
1458986400.0 10025.0 NA 91 200 0 NA NA NA NA 183 280 0 NA NA NA NA 1415 1276 846 NA NA NA NA 1783 1322 857 NA NA NA
1458986400.0 10026.0 NA 95 207 0 NA NA NA NA 183 282 0 NA NA NA NA 1558 2685 1021 NA NA NA NA 1612 2711 1038 NA NA NA
1458986400.0 1003.0 NA 189 0 NA NA NA NA NA 262 0 NA NA NA NA NA 6542 798 NA NA NA NA NA 6589 803 NA NA NA NA
1458986400.0 1004.0 NA 189 337 0 0 0 NA NA 247 379 0 0 0 NA NA 1193 2029 89 93 1995 NA NA 1267 2133 356 104 2017 NA
1458986400.0 101.0 93 NA NA NA NA NA NA 149 NA NA NA NA NA NA 2441 NA NA NA NA NA NA 2471 NA NA NA NA NA NA
1458986400.0 102.0 93 NA NA NA NA NA NA 148 NA NA NA NA NA NA 1844 NA NA NA NA NA NA 1897 NA NA NA NA NA NA
1458986400.0 10224.0 NA 131 274 0 NA NA NA NA 191 365 0 NA NA NA NA 5405 8576 1157 NA NA NA NA 13788 16452 1165 NA NA NA
1458986400.0 10225.0 NA 132 288 0 NA NA NA NA 195 360 0 NA NA NA NA 5461 7515 1143 NA NA NA NA 14220 15773 1148 NA NA NA
1458986400.0 103.0 55 83 208 NA NA NA NA 100 153 260 NA NA NA NA 1613 478 732 NA NA NA NA 1621 486 844 NA NA NA NA
1458986400.0 105.0 59 82 36 NA NA NA NA 107 153 60 NA NA NA NA 3609 924 5 NA NA NA NA 3619 936 57 NA NA NA NA
