Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5
1459328400.0 10.0 NA 159 181 0 NA NA 217 225 0 NA NA 3551 5282 1313 NA NA 3699 5427 1373 NA
1459328400.0 1000.0 NA 178 88 0 37 NA 241 134 0 65 NA 2971 471 502 154 NA 3318 563 555 218
1459328400.0 1003.0 NA 169 0 NA NA NA 233 0 NA NA NA 4575 596 NA NA NA 4898 628 NA NA
1459328400.0 107.0 52 155 173 NA NA 89 203 222 NA NA 3858 678 761 NA NA 3990 752 814 NA NA
1459328400.0 108.0 52 160 175 NA NA 88 204 222 NA NA 5137 938 1100 NA NA 5219 1028 1160 NA NA
1459328400.0 109.0 51 156 175 NA NA 87 203 222 NA NA 3134 641 770 NA NA 3209 741 821 NA NA
1459328400.0 11.0 NA 157 180 0 46 NA 210 229 0 75 NA 1553 2080 1117 68 NA 1697 2217 1167 117
1459328400.0 1102.0 NA 158 179 107 61 NA 216 227 154 97 NA 2904 4168 2367 190 NA 3645 4474 2514 283
1459328400.0 111.0 52 156 172 NA NA 88 203 221 NA NA 2187 572 669 NA NA 2228 678 735 NA NA
1459328400.0 112.0 53 152 176 NA NA 89 204 222 NA NA 4215 643 780 NA NA 4389 724 1312 NA NA
1459328400.0 113.0 54 151 174 NA NA 90 204 222 NA NA 4353 643 740 NA NA 4554 697 805 NA NA
1459328400.0 114.0 53 152 172 NA NA 89 204 221 NA NA 3508 666 712 NA NA 3676 748 776 NA NA
1459328400.0 115.0 53 157 182 NA NA 91 204 222 NA NA 4279 700 790 NA NA 4613 808 865 NA NA
1459328400.0 117.0 53 163 185 NA NA 91 206 224 NA NA 5504 648 910 NA NA 6533 1125 1363 NA NA
1459328400.0 119.0 51 152 172 NA NA 89 203 222 NA NA 3837 656 779 NA NA 3998 723 1409 NA NA
1459328400.0 12.0 NA 159 176 0 NA NA 216 224 0 NA NA 2166 3373 985 NA NA 2694 3831 1328 NA
1459328400.0 121.0 55 155 177 NA NA 92 206 224 NA NA 6942 993 1244 NA NA 7085 1159 1354 NA NA
1459328400.0 125.0 55 155 174 NA NA 91 204 222 NA NA 4028 703 706 NA NA 4187 781 791 NA NA
1459328400.0 13.0 NA 161 177 0 NA NA 217 228 0 NA NA 3749 5567 972 NA NA 4867 8396 1042 NA
1459328400.0 1303.0 66 161 132 NA NA 104 192 178 NA NA 31709 1286 1713 NA NA 32334 1498 2103 NA NA
1459328400.0 1311.0 NA 152 190 0 48 NA 213 236 0 75 NA 656 833 1238 53 NA 854 1142 1318 79
1459328400.0 1313.0 NA 163 184 0 NA NA 220 234 0 NA NA 894 1247 1053 NA NA 1084 1376 1210 NA
1459328400.0 132.0 52 156 180 NA NA 89 207 225 NA NA 4268 699 814 NA NA 4606 826 901 NA NA
1459328400.0 1322.0 NA 159 179 0 NA NA 240 231 0 NA NA 2338 909 981 NA NA 2593 1149 1027 NA
1459328400.0 1325.0 NA 159 181 0 53 NA 219 232 0 81 NA 839 1063 1031 180 NA 1095 1204 1061 205
1459328400.0 1332.0 61 162 186 0 NA 98 210 231 0 NA 3832 624 709 919 NA 4192 1092 1219 984 NA
1459328400.0 1336.0 NA 161 191 0 NA NA 218 231 0 NA NA 941 1111 1114 NA NA 1097 1499 1220 NA
1459328400.0 1339.0 NA 163 185 0 NA NA 220 233 0 NA NA 931 1146 1103 NA NA 1235 1283 1135 NA
1459328400.0 1340.0 59 156 181 0 NA 95 204 228 0 NA 1406 507 634 975 NA 1641 623 1087 1023 NA
1459328400.0 1341.0 NA 160 183 0 NA NA 218 234 0 NA NA 945 1202 1029 NA NA 1143 1432 1061 NA
1459328400.0 1343.0 59 167 192 0 NA 96 206 231 0 NA 5125 956 1212 1259 NA 5319 1117 1342 1280 NA
1459328400.0 1345.0 66 161 185 0 NA 98 207 229 0 NA 8416 983 1266 1283 NA 8761 1065 1409 1308 NA
1459328400.0 1348.0 63 159 182 0 NA 98 208 230 0 NA 4561 891 1242 1255 NA 4735 1064 1492 1301 NA
1459328400.0 1351.0 59 161 180 0 NA 96 203 227 0 NA 1070 485 577 975 NA 1217 670 709 1022 NA
1459328400.0 1352.0 60 159 191 0 NA 97 206 230 0 NA 4176 858 1108 1226 NA 4370 986 1208 1262 NA
1459328400.0 1353.0 66 164 187 0 NA 110 211 232 0 NA 21216 1035 1299 1402 NA 21567 1202 1496 1468 NA
1459328400.0 1355.0 62 159 184 0 NA 103 211 233 0 NA 6780 725 923 955 NA 7157 1124 1356 1036 NA
1459328400.0 14.0 NA 155 175 0 NA NA 215 223 0 NA NA 2018 2840 960 NA NA 2924 5178 1060 NA
1459328400.0 140.52 NA 162 153 0 NA NA 210 191 0 NA NA 5020 2276 1029 NA NA 5520 2407 1070 NA
1459328400.0 140.53 NA 166 0 NA NA NA 228 0 NA NA NA 3524 929 NA NA NA 3811 984 NA NA
1459328400.0 15.0 NA 151 170 0 NA NA 210 218 0 NA NA 1642 1984 1004 NA NA 2025 2043 1045 NA
1459328400.0 16.0 NA 154 170 0 NA NA 215 221 0 NA NA 2962 3581 1231 NA NA 3143 3658 1276 NA
1459328400.0 17.0 NA 154 177 0 NA NA 210 219 0 NA NA 1749 2192 1021 NA NA 1966 2397 1069 NA
1459328400.0 18.0 NA 153 171 0 NA NA 210 218 0 NA NA 1600 1802 963 NA NA 1948 1870 1007 NA
1459328400.0 19.0 NA 151 169 0 NA NA 210 218 0 NA NA 1688 2015 1022 NA NA 1947 2061 1061 NA
1459328400.0 2.0 54 146 123 NA NA 92 186 170 NA NA 7085 841 977 NA NA 7196 908 1053 NA NA
1459328400.0 20.0 NA 158 172 0 NA NA 213 219 0 NA NA 1612 2256 991 NA NA 1748 2397 1015 NA
1459328400.0 200.0 NA 174 196 0 NA NA 231 253 0 NA NA 1115 1886 977 NA NA 1806 2569 1010 NA
1459328400.0 202.0 NA 168 194 0 NA NA 232 253 0 NA NA 1802 2786 1282 NA NA 2480 3439 1327 NA
1459328400.0 203.0 NA 172 194 0 NA NA 230 249 0 NA NA 1057 1672 997 NA NA 1760 2405 1028 NA
1459328400.0 205.0 NA 166 187 0 NA NA 227 247 0 NA NA 1039 1646 1056 NA NA 1774 2284 1075 NA
1459328400.0 21.0 NA 164 172 0 NA NA 214 219 0 NA NA 2715 3640 1297 NA NA 2821 3712 1364 NA
1459328400.0 22.0 NA 153 173 0 NA NA 211 220 0 NA NA 2933 4372 1289 NA NA 3015 4442 1319 NA
1459328400.0 23.0 NA 154 172 0 NA NA 215 222 0 NA NA 3006 4259 1301 NA NA 3156 4393 1330 NA
1459328400.0 24.0 NA 161 184 0 NA NA 218 225 0 NA NA 4178 5992 1386 NA NA 4293 6549 1427 NA
1459328400.0 25.0 NA 157 183 0 61 NA 217 226 0 89 NA 4780 7208 1412 527 NA 5028 7472 1490 577
1459328400.0 25200.0 NA 171 207 0 76 NA 232 265 0 120 NA 1204 1908 1010 230 NA 2277 2180 1046 261
1459328400.0 25202.0 NA 173 203 0 75 NA 237 265 0 116 NA 1921 3059 1274 334 NA 2994 4287 1331 374
1459328400.0 25203.0 61 173 199 0 76 98 231 265 0 116 4120 1130 1776 947 186 4616 3534 4301 1028 336
1459328400.0 25205.0 NA 173 201 0 77 NA 233 266 0 116 NA 1794 2855 1280 324 NA 2352 3607 1301 398
1459328400.0 26.0 NA 159 174 0 NA NA 215 222 0 NA NA 3092 3901 1255 NA NA 3222 4330 1301 NA
1459328400.0 27.0 NA 159 174 0 NA NA 214 223 0 NA NA 3051 3738 1303 NA NA 3225 4122 1342 NA
1459328400.0 28.0 NA 156 176 0 NA NA 215 225 0 NA NA 2250 3151 982 NA NA 3196 3861 1045 NA
1459328400.0 280.0 76 164 176 0 NA 161 205 224 0 NA 4516 607 674 884 NA 4842 1015 1719 1177 NA
1459328400.0 29.0 NA 156 175 0 52 NA 216 223 0 80 NA 1942 2655 956 101 NA 4210 3190 1040 144
1459328400.0 3.0 57 147 135 NA NA 93 187 169 NA NA 23774 1112 1525 NA NA 24194 1201 1590 NA NA
1459328400.0 30.0 NA 157 176 0 NA NA 215 224 0 NA NA 3444 4393 1355 NA NA 3620 4504 1427 NA
1459328400.0 300.0 NA 69 156 145 0 NA 115 199 193 0 NA 2616 758 584 1204 NA 2827 936 657 1250
1459328400.0 301.0 NA 69 161 146 0 NA 115 199 193 0 NA 4444 1084 836 1223 NA 4704 1205 921 1274
1459328400.0 302.0 NA 68 155 144 0 NA 114 199 194 0 NA 2609 857 575 1100 NA 2821 1020 619 1158
1459328400.0 32.0 NA 155 172 0 NA NA 217 224 0 NA NA 3340 4200 1268 NA NA 3499 4422 1318 NA
1459328400.0 33.0 NA 157 172 0 NA NA 215 222 0 NA NA 2887 3708 1279 NA NA 3128 4139 1320 NA
1459328400.0 34.0 52 155 173 0 NA 89 204 222 0 NA 4949 916 1099 1184 NA 5068 1031 1165 1248 NA
1459328400.0 36.0 NA 161 175 0 NA NA 219 227 0 NA NA 4206 4619 967 NA NA 5035 5301 1166 NA
1459328400.0 37.0 NA 164 185 0 NA NA 217 226 0 NA NA 4911 7005 1387 NA NA 5085 7175 1438 NA
