Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1458856800.0 1.0 50 68 118 NA NA NA 164 230 278 NA NA NA 2044 306 248 NA NA NA 2083 318 262 NA NA NA
1458856800.0 10.0 NA 51 NA NA NA NA NA 234 NA NA NA NA NA 216 NA NA NA NA NA 264 NA NA NA NA
1458856800.0 1000.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 1001.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 10021.0 NA 73 173 0 NA NA NA 249 403 0 NA NA NA 740 1301 679 NA NA NA 866 1412 880 NA NA
1458856800.0 10023.0 NA 75 NA NA NA NA NA 250 NA NA NA NA NA 729 NA NA NA NA NA 876 NA NA NA NA
1458856800.0 10024.0 NA 79 NA NA NA NA NA 250 NA NA NA NA NA 731 NA NA NA NA NA 962 NA NA NA NA
1458856800.0 10025.0 NA 74 NA NA NA NA NA 250 NA NA NA NA NA 693 NA NA NA NA NA 946 NA NA NA NA
1458856800.0 10026.0 NA 78 NA NA NA NA NA 250 NA NA NA NA NA 799 NA NA NA NA NA 1174 NA NA NA NA
1458856800.0 1003.0 NA 165 0 NA NA NA NA 361 0 NA NA NA NA 3248 370 NA NA NA NA 3396 402 NA NA NA
1458856800.0 1004.0 NA 169 328 0 0 0 NA 353 439 0 0 0 NA 750 3072 67 74 1260 NA 1030 3487 171 86 1272
1458856800.0 101.0 76 NA NA NA NA NA 228 NA NA NA NA NA 1660 NA NA NA NA NA 1704 NA NA NA NA NA
1458856800.0 102.0 79 NA NA NA NA NA 227 NA NA NA NA NA 1024 NA NA NA NA NA 1049 NA NA NA NA NA
1458856800.0 10224.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 10225.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 103.0 46 72 190 NA NA NA 159 232 382 NA NA NA 1090 303 318 NA NA NA 1123 326 333 NA NA NA
1458856800.0 105.0 50 71 20 NA NA NA 165 232 120 NA NA NA 2765 495 3 NA NA NA 2932 526 18 NA NA NA
1458856800.0 106.0 36 0 0 NA NA NA 143 0 0 NA NA NA 575 114 221 NA NA NA 595 134 264 NA NA NA
1458856800.0 107.0 51 73 179 NA NA NA 165 232 376 NA NA NA 3616 285 348 NA NA NA 3676 294 367 NA NA NA
1458856800.0 108.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 109.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 11.0 NA 74 190 0 51 NA NA 235 394 0 157 NA NA 1440 943 510 31 NA NA 1772 1086 570 79 NA
1458856800.0 110.0 44 71 177 NA NA NA 155 232 382 NA NA NA 890 494 580 NA NA NA 994 534 637 NA NA NA
1458856800.0 1102.0 NA 53 NA NA NA NA NA 234 NA NA NA NA NA 104 NA NA NA NA NA 111 NA NA NA NA
1458856800.0 111.0 51 73 179 NA NA NA 165 232 382 NA NA NA 1925 215 306 NA NA NA 1945 227 321 NA NA NA
1458856800.0 112.0 52 73 177 NA NA NA 166 232 376 NA NA NA 3537 337 357 NA NA NA 3601 347 372 NA NA NA
1458856800.0 113.0 53 73 177 NA NA NA 167 232 376 NA NA NA 3687 394 381 NA NA NA 3772 409 396 NA NA NA
1458856800.0 114.0 53 74 178 NA NA NA 166 232 382 NA NA NA 3469 319 363 NA NA NA 3536 328 381 NA NA NA
1458856800.0 115.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 116.0 53 74 179 NA NA NA 167 232 382 NA NA NA 4640 445 550 NA NA NA 4997 480 581 NA NA NA
1458856800.0 117.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 118.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 119.0 52 73 178 NA NA NA 166 232 382 NA NA NA 3672 427 516 NA NA NA 3801 464 587 NA NA NA
1458856800.0 12.0 NA 52 NA NA NA NA NA 234 NA NA NA NA NA 184 NA NA NA NA NA 239 NA NA NA NA
1458856800.0 120.0 43 69 173 NA NA NA 155 232 382 NA NA NA 762 443 576 NA NA NA 778 474 633 NA NA NA
1458856800.0 121.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 122.0 50 73 175 NA NA NA 165 232 375 NA NA NA 1586 353 567 NA NA NA 2024 381 615 NA NA NA
1458856800.0 123.1 168 NA NA NA NA NA 363 NA NA NA NA NA 512 NA NA NA NA NA 534 NA NA NA NA NA
1458856800.0 123.2 162 NA NA NA NA NA 363 NA NA NA NA NA 892 NA NA NA NA NA 943 NA NA NA NA NA
1458856800.0 123.3 155 NA NA NA NA NA 349 NA NA NA NA NA 360 NA NA NA NA NA 372 NA NA NA NA NA
1458856800.0 124.1 162 NA NA NA NA NA 357 NA NA NA NA NA 368 NA NA NA NA NA 379 NA NA NA NA NA
1458856800.0 124.2 167 NA NA NA NA NA 363 NA NA NA NA NA 478 NA NA NA NA NA 492 NA NA NA NA NA
1458856800.0 124.4 162 NA NA NA NA NA 357 NA NA NA NA NA 369 NA NA NA NA NA 388 NA NA NA NA NA
1458856800.0 124.5 161 NA NA NA NA NA 357 NA NA NA NA NA 409 NA NA NA NA NA 427 NA NA NA NA NA
1458856800.0 124.6 153 NA NA NA NA NA 349 NA NA NA NA NA 400 NA NA NA NA NA 422 NA NA NA NA NA
1458856800.0 125.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 126.0 43 69 175 NA NA NA 156 232 373 NA NA NA 1619 351 437 NA NA NA 1651 366 473 NA NA NA
1458856800.0 127.0 44 69 176 NA NA NA 156 232 382 NA NA NA 1945 391 587 NA NA NA 2060 667 626 NA NA NA
1458856800.0 128.0 42 70 177 NA NA NA 150 232 373 NA NA NA 670 490 380 NA NA NA 684 515 401 NA NA NA
1458856800.0 129.0 44 69 174 NA NA NA 151 232 382 NA NA NA 607 475 557 NA NA NA 953 561 609 NA NA NA
1458856800.0 130.0 44 70 174 NA NA NA 156 232 373 NA NA NA 749 478 538 NA NA NA 1225 511 583 NA NA NA
1458856800.0 1301.0 58 111 151 NA NA NA 171 295 336 NA NA NA 1509 505 494 NA NA NA 1581 540 546 NA NA NA
1458856800.0 1302.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 1303.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 1306.0 NA 127 216 0 NA NA NA 306 436 0 NA NA NA 484 671 860 NA NA NA 594 726 880 NA NA
1458856800.0 1307.0 NA 110 125 39 0 NA NA 301 303 146 0 NA NA 558 599 84 426 NA NA 689 757 130 516 NA
1458856800.0 1308.0 NA 111 125 39 0 NA NA 301 303 146 0 NA NA 576 525 86 420 NA NA 726 666 147 524 NA
1458856800.0 1309.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 131.0 44 71 175 NA NA NA 153 232 373 NA NA NA 2453 405 603 NA NA NA 3396 691 653 NA NA NA
1458856800.0 1310.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 1311.0 NA 135 207 0 57 NA NA 308 411 0 166 NA NA 378 646 945 67 NA NA 491 892 1053 156 NA
1458856800.0 1312.0 NA 134 221 0 NA NA NA 316 437 0 NA NA NA 458 920 817 NA NA NA 568 1096 858 NA NA
1458856800.0 1314.0 NA 132 219 0 NA NA NA 317 437 0 NA NA NA 760 1108 1178 NA NA NA 942 1846 1267 NA NA
1458856800.0 1315.0 NA 121 216 0 NA NA NA 306 436 0 NA NA NA 649 912 1055 NA NA NA 843 1532 1165 NA NA
1458856800.0 1316.0 NA 138 216 0 NA NA NA 307 436 0 NA NA NA 497 947 1110 NA NA NA 613 1650 1209 NA NA
1458856800.0 1318.0 NA 122 215 0 NA NA NA 306 436 0 NA NA NA 580 892 1093 NA NA NA 747 1378 1172 NA NA
1458856800.0 1319.0 NA 121 215 0 NA NA NA 306 436 0 NA NA NA 584 912 1134 NA NA NA 723 1429 1245 NA NA
1458856800.0 132.0 50 73 179 NA NA NA 163 232 382 NA NA NA 3072 386 373 NA NA NA 3120 403 388 NA NA NA
1458856800.0 1320.0 NA 124 215 0 NA NA NA 308 436 0 NA NA NA 666 951 1075 NA NA NA 822 1514 1147 NA NA
1458856800.0 1322.0 NA 131 218 0 NA NA NA 308 436 0 NA NA NA 412 828 741 NA NA NA 512 1022 800 NA NA
1458856800.0 1323.0 NA 128 216 0 NA NA NA 306 436 0 NA NA NA 353 595 866 NA NA NA 434 701 984 NA NA
1458856800.0 1324.0 NA 132 219 0 NA NA NA 315 437 0 NA NA NA 766 1159 1113 NA NA NA 916 1895 1187 NA NA
1458856800.0 1325.0 NA 132 222 0 63 NA NA 315 437 0 172 NA NA 729 1182 1161 144 NA NA 860 1858 1236 446 NA
1458856800.0 1326.0 NA 132 221 0 NA NA NA 312 437 0 NA NA NA 423 694 808 NA NA NA 556 840 929 NA NA
1458856800.0 1327.0 NA 127 217 0 NA NA NA 311 437 0 NA NA NA 703 995 1214 NA NA NA 871 1710 1308 NA NA
1458856800.0 1328.0 NA 141 219 0 NA NA NA 313 437 0 NA NA NA 588 1135 1187 NA NA NA 692 1805 1252 NA NA
1458856800.0 1329.0 NA 129 219 0 NA NA NA 312 437 0 NA NA NA 661 1028 1138 NA NA NA 811 1712 1192 NA NA
1458856800.0 133.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458856800.0 1331.0 NA 126 217 0 NA NA NA 310 436 0 NA NA NA 630 1030 1057 NA NA NA 766 1711 1111 NA NA
1458856800.0 1332.0 NA 129 218 0 NA NA NA 311 436 0 NA NA NA 687 1071 1173 NA NA NA 876 1741 1259 NA NA
1458856800.0 1335.0 NA 127 217 0 NA NA NA 311 436 0 NA NA NA 675 1003 1119 NA NA NA 825 1679 1196 NA NA
1458856800.0 1336.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 1337.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 1338.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 1339.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.0 NA 196 31 0 NA NA NA 397 135 0 NA NA NA 2733 10 8 NA NA NA 2921 18 16 NA NA
1458856800.0 134.701 NA 36 0 NA NA NA NA 145 0 NA NA NA NA 144 0 NA NA NA NA 209 0 NA NA NA
1458856800.0 134.702 NA 39 0 NA NA NA NA 145 0 NA NA NA NA 160 0 NA NA NA NA 186 0 NA NA NA
1458856800.0 134.703 NA 37 0 NA NA NA NA 147 0 NA NA NA NA 156 0 NA NA NA NA 199 0 NA NA NA
1458856800.0 134.704 NA 34 0 NA NA NA NA 147 0 NA NA NA NA 163 0 NA NA NA NA 184 0 NA NA NA
1458856800.0 134.705 NA 44 0 NA NA NA NA 147 0 NA NA NA NA 161 0 NA NA NA NA 204 0 NA NA NA
1458856800.0 134.706 NA 39 0 NA NA NA NA 147 0 NA NA NA NA 161 0 NA NA NA NA 209 0 NA NA NA
1458856800.0 134.707 NA 36 0 NA NA NA NA 146 0 NA NA NA NA 155 0 NA NA NA NA 201 0 NA NA NA
1458856800.0 134.708 NA 35 0 NA NA NA NA 145 0 NA NA NA NA 281 0 NA NA NA NA 352 0 NA NA NA
1458856800.0 134.709 NA 36 0 NA NA NA NA 146 0 NA NA NA NA 156 0 NA NA NA NA 180 0 NA NA NA
1458856800.0 134.71 NA 39 0 NA NA NA NA 142 0 NA NA NA NA 134 0 NA NA NA NA 152 0 NA NA NA
1458856800.0 134.801 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.802 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.803 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.804 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.805 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.806 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.807 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.808 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.809 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.81 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.811 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458856800.0 134.812 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
