Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1459198800.0 1.0 51 70 121 NA NA NA 98 144 175 NA NA NA 2075 431 548 NA NA NA 2108 451 568 NA NA NA
1459198800.0 1002.0 NA 193 64 NA NA NA NA 265 99 NA NA NA NA 2817 178 NA NA NA NA 3010 238 NA NA NA
1459198800.0 10021.0 NA 74 178 0 NA NA NA 165 269 0 NA NA NA 793 1460 610 NA NA NA 952 1614 639 NA NA
1459198800.0 10023.0 NA 73 174 0 NA NA NA 165 269 0 NA NA NA 724 1006 569 NA NA NA 1085 1102 586 NA NA
1459198800.0 10024.0 NA 81 181 0 NA NA NA 165 270 0 NA NA NA 842 1299 636 NA NA NA 1269 1788 663 NA NA
1459198800.0 10025.0 NA 76 176 0 NA NA NA 165 269 0 NA NA NA 775 1088 574 NA NA NA 881 1161 589 NA NA
1459198800.0 10026.0 NA 80 180 0 NA NA NA 165 270 0 NA NA NA 852 1542 604 NA NA NA 985 1625 625 NA NA
1459198800.0 1003.0 NA 166 0 NA NA NA NA 232 0 NA NA NA NA 3770 594 NA NA NA NA 4100 646 NA NA NA
1459198800.0 1004.0 NA 171 329 0 0 0 NA 233 371 0 0 0 NA 727 4817 70 71 888 NA 835 5418 80 76 891
1459198800.0 101.0 78 NA NA NA NA NA 137 NA NA NA NA NA 1400 NA NA NA NA NA 1498 NA NA NA NA NA
1459198800.0 102.0 80 NA NA NA NA NA 136 NA NA NA NA NA 1013 NA NA NA NA NA 1081 NA NA NA NA NA
1459198800.0 10224.0 NA 110 242 0 NA NA NA 172 329 0 NA NA NA 3155 5234 684 NA NA NA 8372 18624 758 NA NA
1459198800.0 10225.0 NA 108 232 0 NA NA NA 171 319 0 NA NA NA 3336 4223 659 NA NA NA 13127 16725 704 NA NA
1459198800.0 103.0 46 74 181 NA NA NA 92 146 244 NA NA NA 866 298 606 NA NA NA 893 331 643 NA NA NA
1459198800.0 105.0 51 71 24 NA NA NA 98 146 54 NA NA NA 2234 451 5 NA NA NA 2381 477 86 NA NA NA
1459198800.0 106.0 37 0 0 NA NA NA 77 0 0 NA NA NA 486 138 216 NA NA NA 504 161 233 NA NA NA
1459198800.0 109.0 57 77 184 NA NA NA 102 146 244 NA NA NA 10725 1065 1521 NA NA NA 11150 1324 1631 NA NA NA
1459198800.0 110.0 43 72 178 NA NA NA 89 146 243 NA NA NA 889 437 681 NA NA NA 1317 459 760 NA NA NA
1459198800.0 1102.0 NA 77 183 99 67 NA NA 148 245 160 108 NA NA 4440 5953 3894 273 NA NA 4854 7271 4927 305 NA
1459198800.0 111.0 52 73 181 NA NA NA 98 146 244 NA NA NA 2376 407 733 NA NA NA 2507 431 761 NA NA NA
1459198800.0 115.0 55 74 183 NA NA NA 101 146 244 NA NA NA 7634 801 1315 NA NA NA 7933 824 1347 NA NA NA
