Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1458900000.0 1.0 51 70 118 NA NA NA 98 144 175 NA NA NA 2327 489 577 NA NA NA 2369 613 617 NA NA NA
1458900000.0 10.0 NA 60 NA NA NA NA NA 148 NA NA NA NA NA 137 NA NA NA NA NA 150 NA NA NA NA
1458900000.0 1002.0 NA 195 59 NA NA NA NA 265 99 NA NA NA NA 2911 193 NA NA NA NA 3157 308 NA NA NA
1458900000.0 10021.0 NA 74 175 0 NA NA NA 166 269 0 NA NA NA 898 1486 637 NA NA NA 980 1584 653 NA NA
1458900000.0 10023.0 NA 78 175 0 NA NA NA 166 269 0 NA NA NA 801 1110 607 NA NA NA 884 1196 632 NA NA
1458900000.0 10024.0 NA 81 178 0 NA NA NA 166 246 0 NA NA NA 892 1451 637 NA NA NA 1098 1534 652 NA NA
1458900000.0 1003.0 NA 165 0 NA NA NA NA 232 0 NA NA NA NA 4142 611 NA NA NA NA 4320 637 NA NA NA
1458900000.0 1004.0 NA 168 329 0 0 0 NA 233 370 0 0 0 NA 615 1957 55 56 687 NA 634 1975 60 59 690
1458900000.0 101.0 77 NA NA NA NA NA 136 NA NA NA NA NA 1376 NA NA NA NA NA 1403 NA NA NA NA NA
1458900000.0 102.0 78 NA NA NA NA NA 136 NA NA NA NA NA 948 NA NA NA NA NA 970 NA NA NA NA NA
1458900000.0 10224.0 NA 114 248 0 NA NA NA 180 329 0 NA NA NA 2904 3784 409 NA NA NA 10492 10864 430 NA NA
1458900000.0 10225.0 NA 109 240 0 NA NA NA 174 327 0 NA NA NA 3028 3513 395 NA NA NA 11570 11164 412 NA NA
1458900000.0 103.0 46 73 180 NA NA NA 92 146 243 NA NA NA 862 332 681 NA NA NA 886 365 876 NA NA NA
1458900000.0 105.0 51 71 17 NA NA NA 98 146 54 NA NA NA 1946 444 4 NA NA NA 2209 457 42 NA NA NA
1458900000.0 106.0 36 0 0 NA NA NA 77 0 0 NA NA NA 452 124 214 NA NA NA 460 136 262 NA NA NA
1458900000.0 107.0 50 72 181 NA NA NA 99 146 243 NA NA NA 4401 469 705 NA NA NA 4622 488 725 NA NA NA
1458900000.0 108.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 109.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 11.0 NA 75 192 0 53 NA NA 148 254 0 89 NA NA 2030 1394 828 50 NA NA 2268 1453 842 64 NA
1458900000.0 110.0 45 76 179 NA NA NA 89 146 243 NA NA NA 842 403 527 NA NA NA 868 415 544 NA NA NA
1458900000.0 1102.0 NA 60 NA NA NA NA NA 148 NA NA NA NA NA 150 NA NA NA NA NA 159 NA NA NA NA
1458900000.0 111.0 51 73 180 NA NA NA 98 146 243 NA NA NA 2890 441 796 NA NA NA 2946 485 999 NA NA NA
1458900000.0 112.0 54 73 178 NA NA NA 100 146 237 NA NA NA 3881 495 874 NA NA NA 4527 614 911 NA NA NA
1458900000.0 113.0 53 74 179 NA NA NA 100 146 237 NA NA NA 4065 508 705 NA NA NA 4175 522 726 NA NA NA
1458900000.0 114.0 53 73 179 NA NA NA 99 146 243 NA NA NA 3244 521 866 NA NA NA 3815 611 900 NA NA NA
1458900000.0 115.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 116.0 53 72 179 NA NA NA 100 146 238 NA NA NA 6208 764 988 NA NA NA 6425 817 1125 NA NA NA
1458900000.0 117.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 118.0 53 75 180 NA NA NA 101 146 243 NA NA NA 6054 742 1275 NA NA NA 6558 815 1342 NA NA NA
1458900000.0 119.0 53 74 180 NA NA NA 99 146 243 NA NA NA 4099 516 724 NA NA NA 4267 533 756 NA NA NA
1458900000.0 120.0 44 69 178 NA NA NA 89 146 243 NA NA NA 653 444 542 NA NA NA 671 467 578 NA NA NA
1458900000.0 121.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 122.0 50 73 179 NA NA NA 97 146 243 NA NA NA 1508 380 753 NA NA NA 1554 399 884 NA NA NA
1458900000.0 123.1 163 NA NA NA NA NA 229 NA NA NA NA NA 814 NA NA NA NA NA 853 NA NA NA NA NA
1458900000.0 123.2 163 NA NA NA NA NA 229 NA NA NA NA NA 994 NA NA NA NA NA 1067 NA NA NA NA NA
1458900000.0 123.3 151 NA NA NA NA NA 216 NA NA NA NA NA 666 NA NA NA NA NA 699 NA NA NA NA NA
1458900000.0 124.1 159 NA NA NA NA NA 224 NA NA NA NA NA 637 NA NA NA NA NA 666 NA NA NA NA NA
1458900000.0 124.2 163 NA NA NA NA NA 229 NA NA NA NA NA 769 NA NA NA NA NA 810 NA NA NA NA NA
1458900000.0 124.4 158 NA NA NA NA NA 224 NA NA NA NA NA 646 NA NA NA NA NA 702 NA NA NA NA NA
1458900000.0 124.5 158 NA NA NA NA NA 224 NA NA NA NA NA 650 NA NA NA NA NA 704 NA NA NA NA NA
1458900000.0 124.6 151 NA NA NA NA NA 216 NA NA NA NA NA 668 NA NA NA NA NA 694 NA NA NA NA NA
1458900000.0 125.0 53 75 176 NA NA NA 101 146 238 NA NA NA 5702 731 1112 NA NA NA 6060 798 1147 NA NA NA
1458900000.0 126.0 44 70 175 NA NA NA 91 146 234 NA NA NA 2066 465 735 NA NA NA 2104 505 829 NA NA NA
1458900000.0 127.0 43 69 178 NA NA NA 89 146 243 NA NA NA 1849 464 564 NA NA NA 1880 484 582 NA NA NA
1458900000.0 128.0 43 71 178 NA NA NA 84 146 243 NA NA NA 500 416 618 NA NA NA 509 438 641 NA NA NA
1458900000.0 129.0 44 70 176 NA NA NA 84 146 243 NA NA NA 538 433 654 NA NA NA 609 450 682 NA NA NA
1458900000.0 130.0 45 70 179 NA NA NA 89 146 234 NA NA NA 678 429 652 NA NA NA 768 453 706 NA NA NA
1458900000.0 1301.0 57 113 154 NA NA NA 104 176 220 NA NA NA 1323 622 855 NA NA NA 1456 829 972 NA NA NA
1458900000.0 1302.0 63 119 158 NA NA NA 110 176 221 NA NA NA 10447 1060 1252 NA NA NA 10659 1239 1311 NA NA NA
1458900000.0 1303.0 63 124 157 NA NA NA 111 176 227 NA NA NA 10514 854 1684 NA NA NA 10945 883 1785 NA NA NA
1458900000.0 1306.0 NA 129 219 0 NA NA NA 186 296 0 NA NA NA 666 1035 1243 NA NA NA 794 1096 1252 NA NA
1458900000.0 1307.0 NA 111 122 40 0 NA NA 182 196 79 0 NA NA 690 583 66 418 NA NA 747 612 82 430 NA
1458900000.0 1309.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 131.0 46 72 176 NA NA NA 91 146 234 NA NA NA 2114 499 774 NA NA NA 2171 519 841 NA NA NA
1458900000.0 1313.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1316.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1317.0 NA 127 215 0 NA NA NA 186 296 0 NA NA NA 897 1433 1779 NA NA NA 955 1603 1841 NA NA
1458900000.0 1318.0 NA 128 218 0 NA NA NA 186 296 0 NA NA NA 707 1074 1286 NA NA NA 797 1133 1295 NA NA
1458900000.0 132.0 51 73 178 NA NA NA 96 146 243 NA NA NA 2824 532 856 NA NA NA 3250 590 1001 NA NA NA
1458900000.0 1320.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1321.0 NA 131 218 0 NA NA NA 188 296 0 NA NA NA 688 1113 1721 NA NA NA 756 1199 1771 NA NA
1458900000.0 1324.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1325.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1326.0 NA 130 221 0 NA NA NA 192 296 0 NA NA NA 704 1207 1356 NA NA NA 804 1270 1372 NA NA
1458900000.0 1327.0 NA 129 220 0 NA NA NA 191 296 0 NA NA NA 760 1484 2099 NA NA NA 804 1579 2142 NA NA
1458900000.0 1328.0 NA 131 221 0 NA NA NA 193 296 0 NA NA NA 815 1645 2085 NA NA NA 924 1807 2118 NA NA
1458900000.0 1329.0 NA 131 221 0 NA NA NA 192 296 0 NA NA NA 781 1557 2050 NA NA NA 826 1736 2084 NA NA
1458900000.0 133.0 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA
1458900000.0 1331.0 NA 129 221 0 NA NA NA 190 296 0 NA NA NA 823 1493 2050 NA NA NA 858 1623 2103 NA NA
1458900000.0 1332.0 NA 132 215 0 NA NA NA 191 296 0 NA NA NA 1021 1642 1561 NA NA NA 1102 1722 1583 NA NA
1458900000.0 1333.0 NA 131 222 0 NA NA NA 190 296 0 NA NA NA 820 1024 1156 NA NA NA 886 1078 1165 NA NA
1458900000.0 1336.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1337.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1338.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 1339.0 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 134.702 NA 34 207 0 NA NA NA 82 273 0 NA NA NA 166 9421 1165 NA NA NA 198 9752 1226 NA NA
1458900000.0 134.703 NA 35 216 0 NA NA NA 85 286 0 NA NA NA 165 9392 1221 NA NA NA 225 9779 1274 NA NA
1458900000.0 134.704 NA 44 0 NA NA NA NA 84 0 NA NA NA NA 153 0 NA NA NA NA 182 0 NA NA NA
1458900000.0 134.705 NA 35 223 0 NA NA NA 85 282 0 NA NA NA 172 8073 932 NA NA NA 205 8367 983 NA NA
1458900000.0 134.706 NA 35 219 0 NA NA NA 85 283 0 NA NA NA 159 6948 801 NA NA NA 202 7083 834 NA NA
1458900000.0 134.707 NA 35 0 NA NA NA NA 83 0 NA NA NA NA 146 0 NA NA NA NA 176 0 NA NA NA
1458900000.0 134.708 NA 34 0 NA NA NA NA 81 0 NA NA NA NA 158 0 NA NA NA NA 212 0 NA NA NA
1458900000.0 134.709 NA 45 0 NA NA NA NA 85 0 NA NA NA NA 146 0 NA NA NA NA 170 0 NA NA NA
1458900000.0 134.71 NA 39 0 NA NA NA NA 78 0 NA NA NA NA 122 0 NA NA NA NA 148 0 NA NA NA
1458900000.0 134.801 NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA
1458900000.0 134.802 NA 113 221 0 NA NA NA 177 284 0 NA NA NA 2140 8823 905 NA NA NA 2220 9099 927 NA NA
1458900000.0 134.803 NA 125 217 0 NA NA NA 178 283 0 NA NA NA 2649 9796 953 NA NA NA 2769 11062 971 NA NA
1458900000.0 134.804 NA 115 226 0 NA NA NA 178 294 0 NA NA NA 2913 10997 817 NA NA NA 3063 12296 908 NA NA
1458900000.0 134.805 NA 117 228 0 NA NA NA 185 292 0 NA NA NA 3235 10764 853 NA NA NA 3508 12007 902 NA NA
