Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueVsize1 PeakValueVsize2 TotalJobCPU1 TotalJobCPU2 TotalJobTime1 TotalJobTime2
1458813600.0 1344.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1345.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1347.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1348.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 135.8 0 NA 0 NA 0 NA 0 NA
1458813600.0 1350.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1351.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1352.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1353.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1354.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1355.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 1356.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 1360.0 14 0 116 0 16 0 2813 0
1458813600.0 139901.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 139902.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 13992501.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 13992502.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 14.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 140.1 NA 0 NA 0 NA 0 NA 0
1458813600.0 140.2 NA 0 NA 0 NA 0 NA 0
1458813600.0 140.4 NA 0 NA 0 NA 0 NA 0
1458813600.0 140.51 NA 34 NA 69 NA 866 NA 1166
1458813600.0 145.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 15.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 16.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 17.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 18.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 19.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 2.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 20.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 200.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 202.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 203.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 204.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 205.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 21.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 22.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 23.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 24.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250199.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 250200.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250202.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250203.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250204.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250205.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250206.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250207.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 250399.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 25200.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25202.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25203.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25204.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25205.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25206.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25207.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25208.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 25209.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 26.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 27.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 28.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 280.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 29.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 3.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 30.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 300.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 301.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 302.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 31.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 32.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 33.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 34.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 35.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 36.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 37.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 38.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 39.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 4.17 NA 33 NA 79 NA 182 NA 221
1458813600.0 4.22 NA 0 NA 0 NA 0 NA 0
1458813600.0 4.23 NA 64 NA 109 NA 425 NA 662
1458813600.0 4.24 NA 52 NA 98 NA 227 NA 406
1458813600.0 4.25 NA 53 NA 95 NA 219 NA 378
1458813600.0 4.26 NA 60 NA 94 NA 152 NA 183
1458813600.0 4.27 NA 51 NA 95 NA 213 NA 257
1458813600.0 4.28 NA 58 NA 112 NA 488 NA 811
1458813600.0 4.29 NA 37 NA 79 NA 192 NA 251
1458813600.0 4.34 NA 54 NA 107 NA 400 NA 484
1458813600.0 4.36 NA 50 NA 93 NA 202 NA 225
1458813600.0 4.37 NA 50 NA 94 NA 217 NA 280
1458813600.0 4.4 NA 31 NA 78 NA 210 NA 251
1458813600.0 4.41 NA 32 NA 77 NA 245 NA 311
1458813600.0 4.42 NA 31 NA 78 NA 265 NA 343
1458813600.0 4.43 NA 40 NA 78 NA 185 NA 209
1458813600.0 4.45 NA 36 NA 79 NA 269 NA 345
1458813600.0 4.51 NA 40 NA 78 NA 236 NA 284
1458813600.0 4.52 NA 29 NA 77 NA 271 NA 320
1458813600.0 4.53 NA 36 NA 77 NA 268 NA 297
1458813600.0 4.54 NA 35 NA 77 NA 272 NA 304
1458813600.0 4.55 NA 32 NA 75 NA 287 NA 332
1458813600.0 4.57 NA 48 NA 90 NA 319 NA 356
1458813600.0 4.58 NA 40 NA 86 NA 195 NA 228
1458813600.0 4.61 NA 40 NA 78 NA 254 NA 304
1458813600.0 4.62 NA 32 NA 78 NA 265 NA 318
1458813600.0 4.64 NA 35 NA 76 NA 260 NA 281
1458813600.0 4.65 NA 33 NA 77 NA 175 NA 283
1458813600.0 4.67 NA 55 NA 91 NA 383 NA 425
1458813600.0 4.68 NA 47 NA 86 NA 246 NA 273
1458813600.0 4.71 NA 33 NA 79 NA 240 NA 291
1458813600.0 4.72 NA 33 NA 77 NA 250 NA 294
1458813600.0 4.73 NA 36 NA 79 NA 279 NA 392
1458813600.0 4.74 NA 35 NA 77 NA 250 NA 284
1458813600.0 4.75 NA 40 NA 77 NA 276 NA 334
1458813600.0 4.77 NA 51 NA 98 NA 261 NA 380
1458813600.0 4.78 NA 45 NA 86 NA 251 NA 292
1458813600.0 4000.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 4001.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 4002.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 4003.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 4006.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 4007.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 4008.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 43.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 44.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 45.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500199.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 500200.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500200.1 0 NA 0 NA 0 NA 0 NA
1458813600.0 500202.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500203.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500204.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500205.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500206.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 500207.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50200.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50202.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50203.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50204.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50205.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50206.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50207.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 50208.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 503.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 504.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 505.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 506.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 507.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 508.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 509.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 510.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 512.0 14 0 117 0 20 0 17366 0
1458813600.0 513.0 14 0 116 0 21 0 4814 0
1458813600.0 514.0 14 0 117 0 10 0 1483 0
1458813600.0 515.0 14 0 116 0 16 0 8453 0
1458813600.0 516.0 14 0 116 0 17 0 3176 0
1458813600.0 517.0 15 0 117 0 10 0 2817 0
1458813600.0 518.0 14 0 117 0 17 0 18446 0
1458813600.0 519.0 14 0 116 0 20 0 5745 0
1458813600.0 520.0 14 0 117 0 11 0 2849 0
1458813600.0 521.0 14 0 116 0 20 0 6109 0
1458813600.0 522.0 14 0 116 0 19 0 8400 0
1458813600.0 523.0 14 0 117 0 12 0 2215 0
1458813600.0 524.0 14 0 117 0 9 0 2826 0
1458813600.0 525.0 14 0 116 0 19 0 6178 0
1458813600.0 526.0 14 0 117 0 18 0 17963 0
1458813600.0 527.0 14 0 117 0 10 0 2819 0
1458813600.0 528.0 14 0 116 0 18 0 6926 0
1458813600.0 529.0 14 0 117 0 19 0 18418 0
1458813600.0 530.0 14 0 117 0 10 0 2814 0
1458813600.0 531.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 534.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 541.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 545.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 551.0 14 0 117 0 10 0 2178 0
1458813600.0 552.0 14 0 117 0 10 0 2845 0
1458813600.0 554.0 14 0 116 0 21 0 6880 0
1458813600.0 555.0 14 0 117 0 11 0 1692 0
1458813600.0 556.0 14 0 117 0 11 0 1389 0
1458813600.0 560.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 561.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 562.0 14 0 117 0 10 0 732 0
1458813600.0 6.0 NA 0 NA 0 NA 0 NA 0
1458813600.0 7.0 0 NA 0 NA 0 NA 0 NA
1458813600.0 7.1 0 NA 0 NA 0 NA 0 NA
1458813600.0 8.0 NA 47 NA 142 NA 213 NA 304
1458813600.0 9.0 NA 0 NA 0 NA 0 NA 0
