Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7
1458554400.0 1.0 76 79 136 NA NA NA NA 142 145 190 NA NA NA NA 3896 877 828 NA NA NA NA 1715 656 763 NA NA NA NA
1458554400.0 10.0 NA 103 349 0 NA NA NA NA 161 414 0 NA NA NA NA 4103 4912 1083 NA NA NA NA 1705 2371 1095 NA NA NA
1458554400.0 1000.0 NA 306 119 0 46 NA NA NA 384 169 0 81 NA NA NA 5343 1103 892 381 NA NA NA 2825 831 915 374 NA NA
1458554400.0 1001.0 NA 287 229 0 0 0 0 NA 347 266 0 0 0 0 NA 4095 1176 58 58 852 159 NA 2168 1163 60 60 854 173
1458554400.0 1002.0 NA 320 68 NA NA NA NA NA 391 104 NA NA NA NA NA 4801 287 NA NA NA NA NA 2512 232 NA NA NA NA
1458554400.0 10021.0 NA 96 163 0 NA NA NA NA 183 217 0 NA NA NA NA 1573 1478 372 NA NA NA NA 1398 1180 387 NA NA NA
1458554400.0 10023.0 NA 99 167 0 NA NA NA NA 183 219 0 NA NA NA NA 1457 1149 380 NA NA NA NA 1392 1218 393 NA NA NA
1458554400.0 10024.0 NA 101 178 0 NA NA NA NA 183 233 0 NA NA NA NA 1563 1458 449 NA NA NA NA 1336 1194 475 NA NA NA
1458554400.0 10025.0 NA 98 164 0 NA NA NA NA 169 217 0 NA NA NA NA 1486 1187 387 NA NA NA NA 1300 1124 401 NA NA NA
1458554400.0 10026.0 NA 101 175 0 NA NA NA NA 183 232 0 NA NA NA NA 1635 1726 436 NA NA NA NA 1381 1282 451 NA NA NA
1458554400.0 1003.0 NA 263 0 NA NA NA NA NA 334 0 NA NA NA NA NA 7046 689 NA NA NA NA NA 3215 697 NA NA NA NA
1458554400.0 1004.0 NA 337 162 0 0 0 NA NA 405 195 0 0 0 NA NA 1677 613 64 68 962 NA NA 1420 621 67 71 964 NA
1458554400.0 101.0 99 NA NA NA NA NA NA 163 NA NA NA NA NA NA 504 NA NA NA NA NA NA 527 NA NA NA NA NA NA
1458554400.0 102.0 99 NA NA NA NA NA NA 162 NA NA NA NA NA NA 503 NA NA NA NA NA NA 522 NA NA NA NA NA NA
1458554400.0 10224.0 NA 179 0 NA NA NA NA NA 267 0 NA NA NA NA NA 2288 0 NA NA NA NA NA 3978 0 NA NA NA NA
1458554400.0 10225.0 NA 178 357 0 NA NA NA NA 265 460 0 NA NA NA NA 3026 3100 254 NA NA NA NA 3881 4106 277 NA NA NA
