Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6
1459242000.0 1.0 50 69 119 NA NA NA 98 144 174 NA NA NA 2311 519 673 NA NA NA 2917 647 881 NA NA NA
1459242000.0 1002.0 NA 192 58 NA NA NA NA 264 99 NA NA NA NA 3195 193 NA NA NA NA 4293 325 NA NA NA
1459242000.0 10021.0 NA 73 120 0 NA NA NA 166 172 0 NA NA NA 1012 1113 359 NA NA NA 1579 1441 421 NA NA
1459242000.0 10023.0 NA 75 121 0 NA NA NA 166 174 0 NA NA NA 896 792 391 NA NA NA 1135 1060 445 NA NA
1459242000.0 10024.0 NA 80 124 0 NA NA NA 166 178 0 NA NA NA 1040 1093 402 NA NA NA 1530 1454 443 NA NA
1459242000.0 10025.0 NA 75 119 0 NA NA NA 166 173 0 NA NA NA 913 913 433 NA NA NA 1083 1218 487 NA NA
1459242000.0 10026.0 NA 79 125 0 NA NA NA 166 178 0 NA NA NA 1062 1124 359 NA NA NA 1283 1325 379 NA NA
1459242000.0 1003.0 NA 164 0 NA NA NA NA 232 0 NA NA NA NA 4598 651 NA NA NA NA 5292 760 NA NA NA
1459242000.0 1004.0 NA 166 152 0 0 0 NA 232 191 0 0 0 NA 883 453 90 83 641 NA 1011 641 139 100 674
1459242000.0 101.0 77 NA NA NA NA NA 136 NA NA NA NA NA 1811 NA NA NA NA NA 1887 NA NA NA NA NA
1459242000.0 102.0 77 NA NA NA NA NA 136 NA NA NA NA NA 1300 NA NA NA NA NA 1357 NA NA NA NA NA
1459242000.0 10224.0 NA 112 181 0 NA NA NA 171 258 0 NA NA NA 3823 3368 526 NA NA NA 14133 13893 582 NA NA
1459242000.0 10225.0 NA 114 179 0 NA NA NA 180 260 0 NA NA NA 3928 3297 539 NA NA NA 13958 13905 607 NA NA
1459242000.0 103.0 46 72 180 NA NA NA 92 145 243 NA NA NA 1080 510 608 NA NA NA 1228 611 627 NA NA NA
